customer_id,age,gender,marital_status,education_level,employment_status,region,customer_tenure_years,annual_income,employment_years,savings_balance,monthly_expenses,existing_loans,num_delinquencies,recent_credit_inquiries,loan_amount,credit_score,debt_to_income_ratio,kyc_verified,document_match_score,face_match_score,liveness_score,device_trust_score,transaction_velocity,avg_txn_amount,cash_out_ratio,account_age_months,geo_risk_score,rule_engine_hits,fraud_probability_true,fraud_label
C004108,49,Female,Single,Bachelor,Self-employed,South,3.0,150000.0,1.0,10414.0,7414.0,4,0,0,17696.0,727.0,0.101,1,0.996,0.83,0.932,0.963,1.68,1586.0,0.234,19.0,0.119,0,0.0414,0
C004109,38,Male,Single,Bachelor,Salaried,South,2.3,150000.0,2.3,29820.0,8864.0,0,0,0,23860.0,748.0,0.123,1,0.918,0.901,0.96,0.832,1.44,975.0,0.932,77.0,0.309,0,0.012,0
C004110,18,Male,Married,Bachelor,Unemployed,Central,0.8,150000.0,0.8,35553.0,9772.0,5,4,6,19859.0,585.0,0.165,1,0.886,1.0,1.0,0.839,0.34,4315.0,0.583,42.0,0.427,2,0.9702,1
C004111,47,Male,Single,Bachelor,Salaried,Central,1.5,150000.0,1.5,9124.0,10329.0,4,0,2,45909.0,790.0,0.245,1,0.709,1.0,0.91,0.827,10.27,6151.0,0.138,49.0,0.239,0,0.0347,0
C004112,27,Female,Single,Associate,Salaried,West,12.0,150000.0,5.0,79299.0,10083.0,2,1,0,13883.0,751.0,0.079,1,0.869,1.0,0.903,0.907,3.87,927.0,0.229,81.0,0.0,1,0.0242,0
C004113,78,Male,Divorced,Associate,Salaried,Central,10.0,150000.0,4.0,177196.0,9949.0,0,0,1,25862.0,727.0,0.189,1,0.98,0.798,0.986,0.788,4.6,3889.0,0.014,99.0,0.0,0,0.0519,0
C004114,36,Male,Married,Associate,Self-employed,North,2.1,150000.0,2.1,20676.0,7966.0,3,0,5,18127.0,734.0,0.112,1,0.874,0.902,0.954,1.0,5.85,5243.0,0.335,20.0,0.102,1,0.1945,0
C004115,47,Male,Divorced,Master,Salaried,West,10.7,150000.0,10.7,29144.0,9008.0,3,0,2,46475.0,760.0,0.247,1,0.89,0.928,0.905,0.741,9.09,1417.0,0.279,75.0,0.455,0,0.0382,0
C004116,19,Female,Married,Master,Salaried,South,4.0,150000.0,4.0,20175.0,8538.0,3,5,0,23106.0,597.0,0.148,1,0.98,0.807,0.888,0.73,3.1,8842.0,0.899,43.0,0.476,1,0.91,1
C004117,26,Male,Single,Master,Self-employed,North,5.2,150000.0,4.0,8290.0,8577.0,2,0,0,7803.0,788.0,0.059,1,0.908,0.936,0.801,1.0,10.99,862.0,0.05,17.0,0.341,0,0.0096,0
C004118,30,Female,Married,Bachelor,Salaried,South,7.0,150000.0,7.0,25520.0,10135.0,0,2,1,7384.0,698.0,0.102,1,0.733,1.0,1.0,0.784,0.66,500.0,0.087,51.0,0.312,1,0.1196,0
C004119,21,Male,Married,Associate,Self-employed,East,2.6,150000.0,2.6,4430.0,5000.0,3,0,2,26281.0,758.0,0.144,0,0.608,0.751,0.663,0.801,9.88,624.0,0.969,34.0,0.154,0,0.1818,0
C004120,63,Male,Married,Bachelor,Self-employed,South,3.0,281531.0,3.0,8793.0,10857.0,5,2,4,21821.0,637.0,0.102,1,0.948,0.941,0.918,0.866,2.82,840.0,0.464,70.0,0.192,2,0.774,1
C004121,76,Male,Married,Master,Contract,Central,9.0,150000.0,5.0,28390.0,7116.0,0,0,5,12375.0,695.0,0.085,1,0.87,1.0,0.939,0.826,3.67,1093.0,0.136,117.0,0.205,1,0.0994,0
C004122,79,Other,Single,Bachelor,Salaried,South,3.5,150000.0,3.5,31528.0,7275.0,4,2,2,11620.0,603.0,0.093,1,0.983,0.989,0.846,0.853,8.37,793.0,0.496,102.0,0.272,1,0.776,1
C004123,34,Male,Married,Master,Contract,West,5.0,150000.0,3.0,20533.0,5000.0,4,0,0,12815.0,813.0,0.056,1,0.983,0.906,0.989,0.735,7.78,3682.0,0.631,10.0,0.002,0,0.0044,0
C004124,66,Male,Single,High School,Salaried,Central,6.4,150000.0,3.0,64832.0,8274.0,3,2,2,22339.0,683.0,0.129,1,0.848,0.938,0.957,0.782,8.97,11249.0,0.102,37.0,0.142,1,0.5482,1
C004125,49,Female,Single,Bachelor,Salaried,Central,6.5,150000.0,4.0,55581.0,8762.0,5,3,6,9430.0,605.0,0.086,0,0.604,0.768,0.622,0.601,3.26,4834.0,0.229,22.0,0.296,2,0.9968,1
C004126,20,Male,Single,Master,Salaried,East,5.5,150000.0,5.5,19734.0,8193.0,3,0,2,53173.0,800.0,0.356,1,0.937,0.914,1.0,0.659,4.27,2147.0,0.344,60.0,0.133,0,0.0204,0
C004127,23,Male,Single,Bachelor,Salaried,Central,6.4,150000.0,6.4,25412.0,5000.0,4,0,2,36983.0,724.0,0.214,1,0.817,0.819,0.867,0.748,11.86,2854.0,0.336,101.0,0.5,0,0.0904,0
C004128,51,Male,Married,Associate,Salaried,West,12.2,150000.0,4.0,33700.0,11389.0,1,0,5,76767.0,661.0,0.471,1,0.911,0.938,0.831,0.859,3.61,802.0,0.812,130.0,0.554,2,0.7597,1
C004129,44,Female,Divorced,Associate,Self-employed,North,7.7,150000.0,7.7,121635.0,5000.0,2,0,4,11304.0,778.0,0.068,1,1.0,0.914,0.959,0.61,4.73,2615.0,0.817,65.0,0.213,1,0.0316,0
C004130,18,Male,Married,High School,Salaried,Central,10.4,150000.0,4.0,57325.0,8822.0,4,1,2,42809.0,731.0,0.263,1,0.835,0.863,0.98,0.77,4.02,8996.0,0.905,9.0,0.021,1,0.2003,0
C004131,75,Female,Married,Master,Salaried,North,6.9,150000.0,6.9,2818.0,6062.0,5,0,3,27074.0,741.0,0.224,1,0.845,0.751,0.843,0.816,5.21,564.0,0.91,72.0,0.242,0,0.0882,0
C004132,63,Female,Married,Bachelor,Salaried,North,6.5,150000.0,5.0,14716.0,9774.0,4,0,0,18695.0,741.0,0.107,1,1.0,0.827,0.956,0.798,7.59,2003.0,0.898,20.0,0.343,0,0.0087,0
C004133,49,Female,Single,Master,Self-employed,West,2.4,150000.0,2.4,8010.0,5000.0,0,0,5,22741.0,719.0,0.122,1,0.908,0.969,1.0,0.622,10.96,1462.0,0.2,64.0,0.405,1,0.2827,0
C004134,79,Male,Married,High School,Salaried,West,7.9,150000.0,5.0,3757.0,10747.0,2,0,2,48353.0,725.0,0.293,1,0.947,0.766,0.953,0.815,16.36,500.0,0.153,147.0,0.251,0,0.1332,0
C004135,78,Female,Married,Associate,Salaried,Central,5.6,150000.0,4.0,59171.0,5616.0,5,4,3,24651.0,550.0,0.133,1,0.925,0.876,0.912,0.966,4.47,4856.0,0.818,14.0,0.219,1,0.9473,1
C004136,78,Female,Single,Bachelor,Unemployed,South,13.0,150000.0,4.0,12204.0,11842.0,5,0,0,8508.0,650.0,0.121,1,0.767,0.838,0.905,0.694,10.26,1153.0,0.724,35.0,0.0,0,0.094,0
C004137,34,Female,Married,High School,Salaried,West,8.9,150000.0,4.0,21429.0,5000.0,3,0,4,142792.0,634.0,0.813,1,0.876,0.87,0.875,0.794,0.72,2331.0,0.943,103.0,0.122,2,0.5905,1
C004138,72,Male,Married,Bachelor,Unemployed,North,10.8,150000.0,3.0,22762.0,5939.0,0,1,4,47065.0,646.0,0.259,1,0.768,0.85,0.983,0.834,10.72,1955.0,0.716,112.0,0.104,2,0.7482,1
C004139,49,Female,Married,Associate,Self-employed,South,5.6,150000.0,5.6,6309.0,7938.0,4,4,1,11809.0,615.0,0.048,1,0.904,0.939,1.0,0.733,3.51,813.0,0.298,16.0,0.289,1,0.8318,1
C004140,63,Female,Single,High School,Salaried,South,3.4,150000.0,2.0,8088.0,11537.0,4,0,3,16526.0,736.0,0.095,1,0.837,0.863,0.809,0.839,2.12,1318.0,0.654,47.0,0.093,0,0.031,0
C004141,71,Female,Married,Associate,Salaried,Central,1.7,150000.0,1.7,28220.0,8500.0,1,0,2,11905.0,727.0,0.134,1,0.79,0.948,0.9,0.918,8.59,2988.0,0.451,67.0,0.577,0,0.0393,0
C004142,28,Male,Married,PhD,Salaried,West,1.4,150000.0,1.4,20859.0,11704.0,1,0,2,14916.0,748.0,0.081,1,0.914,0.901,0.867,0.998,13.25,775.0,0.444,40.0,0.598,0,0.0353,0
C004143,45,Female,Divorced,Bachelor,Salaried,Central,12.7,150000.0,4.0,91457.0,11085.0,3,0,1,16981.0,768.0,0.14,1,0.835,0.936,0.862,0.708,4.19,1466.0,0.351,86.0,0.091,0,0.0068,0
C004144,25,Female,Married,Bachelor,Salaried,South,3.2,212738.0,3.2,28922.0,13679.0,4,2,1,44872.0,694.0,0.246,1,0.9,0.95,0.944,0.774,8.65,1406.0,0.823,56.0,0.356,1,0.2079,0
C004145,35,Female,Single,Master,Salaried,West,7.6,150000.0,7.6,10046.0,8725.0,0,0,4,6605.0,761.0,0.032,1,0.814,0.862,1.0,0.856,1.61,2665.0,0.499,59.0,0.18,1,0.0683,0
C004146,43,Female,Married,Master,Salaried,Central,7.3,167287.0,3.0,25471.0,10619.0,4,0,1,19450.0,811.0,0.073,1,0.927,0.934,1.0,0.984,9.31,820.0,0.885,50.0,0.398,0,0.007,0
C004147,71,Female,Divorced,Bachelor,Contract,South,7.6,150000.0,7.6,18656.0,5489.0,4,0,1,94331.0,679.0,0.556,1,0.843,0.975,0.923,0.941,3.28,2897.0,0.91,54.0,0.66,1,0.245,0
C004148,71,Male,Single,Bachelor,Salaried,North,4.3,150000.0,4.0,45706.0,10746.0,2,0,2,16517.0,784.0,0.108,1,0.87,0.949,0.922,0.937,1.72,500.0,0.449,20.0,0.349,0,0.0321,0
C004149,42,Male,Married,High School,Contract,Central,1.3,154472.0,1.3,62552.0,7543.0,4,0,2,46327.0,683.0,0.297,1,0.729,0.945,0.905,0.859,9.98,1116.0,0.108,39.0,0.366,0,0.1623,0
C004150,38,Male,Married,Master,Salaried,East,6.5,150000.0,4.0,14399.0,6598.0,0,0,5,11267.0,821.0,0.076,1,0.935,0.931,0.958,0.841,6.48,1441.0,0.109,18.0,0.232,1,0.0405,0
C004151,50,Female,Married,Associate,Contract,West,3.1,150000.0,3.1,16707.0,5000.0,2,0,1,39416.0,771.0,0.202,1,0.884,0.835,0.902,0.768,5.88,2638.0,0.514,41.0,0.147,0,0.0181,0
C004152,74,Male,Married,High School,Salaried,South,13.0,150000.0,13.0,102815.0,6417.0,5,5,5,34721.0,515.0,0.203,1,0.852,0.808,0.948,0.779,1.5,652.0,0.019,34.0,0.413,2,0.9896,1
C004153,78,Female,Married,Master,Salaried,West,2.3,150000.0,2.3,3446.0,5784.0,1,0,0,21295.0,731.0,0.108,1,0.921,0.852,0.855,0.896,0.9,661.0,0.131,93.0,0.081,0,0.0171,0
C004154,32,Other,Single,Bachelor,Contract,Central,16.5,150000.0,7.0,40933.0,8660.0,5,0,6,32734.0,747.0,0.169,1,0.784,0.941,0.991,0.944,18.29,972.0,0.419,57.0,0.437,1,0.3151,0
C004155,29,Female,Married,Bachelor,Contract,East,5.4,150000.0,3.0,92700.0,10756.0,5,1,1,36850.0,680.0,0.224,1,0.886,0.812,0.835,0.754,5.24,1426.0,0.578,67.0,0.305,1,0.221,0
C004156,61,Female,Married,Bachelor,Contract,West,1.3,150000.0,1.0,15661.0,11399.0,3,0,0,64356.0,762.0,0.364,1,0.886,0.99,0.946,0.725,4.68,2250.0,0.337,72.0,0.088,0,0.0296,0
C004157,36,Female,Divorced,Associate,Unemployed,West,4.0,150000.0,4.0,46048.0,9022.0,1,0,0,49693.0,728.0,0.262,1,0.757,0.845,0.868,0.858,2.97,667.0,0.801,3.0,0.586,0,0.0147,0
C004158,30,Male,Single,Master,Salaried,Central,2.7,150000.0,2.7,5951.0,9005.0,1,0,0,37594.0,834.0,0.21,1,1.0,1.0,0.877,0.817,3.95,1218.0,0.69,50.0,0.019,0,0.0052,0
C004159,19,Female,Married,Bachelor,Salaried,North,9.0,150000.0,9.0,14258.0,9126.0,2,0,4,5000.0,770.0,0.072,1,0.824,1.0,0.881,0.742,9.22,3239.0,0.682,43.0,0.149,1,0.1112,0
C004160,42,Female,Single,Bachelor,Contract,North,5.1,150000.0,1.0,19439.0,11814.0,3,1,0,42090.0,677.0,0.254,1,0.969,0.864,0.871,1.0,1.96,648.0,0.457,68.0,0.134,1,0.0691,0
C004161,42,Female,Married,Associate,Unemployed,East,3.4,150000.0,3.4,34511.0,9486.0,1,2,3,19505.0,664.0,0.087,1,0.86,0.828,0.97,0.874,12.09,704.0,0.315,73.0,0.429,1,0.7186,1
C004162,52,Male,Married,PhD,Salaried,West,3.0,150000.0,3.0,17375.0,9364.0,3,0,2,60015.0,715.0,0.345,1,0.917,0.98,0.998,0.914,5.59,1063.0,0.719,21.0,0.061,0,0.0996,0
C004163,30,Male,Married,Bachelor,Salaried,South,4.8,150000.0,4.0,12285.0,5571.0,1,0,2,14347.0,730.0,0.119,1,0.869,0.972,0.83,0.959,6.05,511.0,0.45,67.0,0.136,0,0.0186,0
C004164,62,Female,Married,High School,Salaried,West,6.4,150000.0,6.4,12079.0,5067.0,4,3,5,18535.0,624.0,0.08,1,0.826,0.886,0.954,0.909,3.77,4958.0,0.293,15.0,0.539,2,0.9465,1
C004165,60,Female,Single,Master,Contract,North,31.2,150000.0,1.0,16522.0,6637.0,1,0,0,42369.0,740.0,0.197,1,0.875,1.0,0.942,0.904,4.29,880.0,0.174,63.0,0.186,0,0.0241,0
C004166,46,Female,Divorced,Bachelor,Self-employed,South,4.8,150000.0,1.0,9324.0,11443.0,0,0,1,18127.0,745.0,0.124,1,1.0,1.0,0.8,0.82,13.84,7327.0,0.466,31.0,0.09,0,0.0447,0
C004167,29,Male,Single,Bachelor,Salaried,West,7.1,150000.0,7.1,55666.0,7022.0,5,0,1,5452.0,756.0,0.048,1,0.866,0.971,0.947,1.0,2.23,1294.0,0.096,17.0,0.377,0,0.0109,0
C004168,49,Female,Single,Associate,Salaried,East,2.8,150000.0,2.8,122219.0,5697.0,4,1,3,29909.0,689.0,0.159,1,0.9,1.0,0.957,0.785,6.64,2600.0,0.634,67.0,0.096,1,0.2139,0
C004169,59,Female,Single,High School,Salaried,East,15.1,150000.0,15.1,7085.0,8336.0,3,0,5,36330.0,703.0,0.231,1,0.945,0.942,0.937,0.824,2.72,3022.0,0.624,14.0,0.138,1,0.136,0
C004170,41,Female,Married,High School,Self-employed,East,5.4,150000.0,5.4,138718.0,10208.0,0,0,6,39475.0,733.0,0.238,1,1.0,0.976,0.867,1.0,9.44,5984.0,0.776,63.0,0.441,1,0.3132,0
C004171,34,Female,Married,Associate,Unemployed,South,3.8,150000.0,3.8,11429.0,7240.0,3,0,1,32367.0,716.0,0.148,1,0.882,0.947,0.981,0.746,4.81,895.0,0.207,7.0,0.229,0,0.0495,0
C004172,49,Male,Married,Master,Salaried,North,3.8,150000.0,3.8,5340.0,6521.0,3,2,0,30919.0,714.0,0.188,1,0.891,0.912,0.95,0.674,15.9,2271.0,0.184,29.0,0.185,1,0.1594,0
C004173,40,Male,Married,PhD,Salaried,South,5.0,150000.0,5.0,34654.0,10526.0,1,0,4,13321.0,779.0,0.167,1,0.883,1.0,0.861,0.76,0.39,7353.0,0.292,14.0,0.576,1,0.113,0
C004174,42,Female,Married,High School,Salaried,East,5.7,150000.0,2.0,19681.0,10397.0,2,2,4,7056.0,635.0,0.045,1,1.0,0.929,0.931,0.796,3.49,1077.0,0.904,94.0,0.177,2,0.8372,1
C004175,39,Male,Married,Bachelor,Salaried,West,6.7,150000.0,6.7,61250.0,5117.0,0,1,3,49509.0,653.0,0.236,1,0.861,0.94,0.995,0.992,6.2,1674.0,0.869,35.0,0.301,1,0.2793,0
C004176,36,Female,Married,Master,Salaried,North,3.5,150000.0,3.5,23304.0,5623.0,3,2,0,78222.0,675.0,0.436,1,0.868,1.0,0.883,0.896,8.27,2411.0,0.274,13.0,0.111,2,0.4271,0
C004177,62,Male,Single,Associate,Salaried,North,7.0,150000.0,1.0,28355.0,7837.0,1,0,0,23942.0,739.0,0.14,1,0.855,0.93,0.779,0.883,7.24,1539.0,0.853,61.0,0.38,0,0.0275,0
C004178,46,Female,Divorced,Master,Contract,West,1.8,150000.0,1.8,60187.0,5415.0,3,1,2,6192.0,652.0,0.083,1,0.918,0.981,0.887,1.0,2.68,1622.0,0.32,24.0,0.116,1,0.1917,0
C004179,46,Male,Divorced,Bachelor,Contract,East,1.1,150000.0,1.1,58509.0,10234.0,5,0,3,35132.0,727.0,0.199,1,0.894,0.895,0.994,0.801,7.08,2149.0,0.892,19.0,0.224,0,0.0463,0
C004180,58,Female,Married,Associate,Salaried,East,2.1,150000.0,2.1,5869.0,11558.0,3,0,1,32058.0,711.0,0.165,1,0.856,0.764,0.968,0.927,9.3,1878.0,0.595,29.0,0.22,0,0.0437,0
C004181,40,Female,Married,Master,Salaried,Central,5.8,150000.0,4.0,25281.0,10528.0,2,0,1,29537.0,788.0,0.228,1,0.849,1.0,0.993,0.754,10.75,1306.0,0.366,66.0,0.413,0,0.0199,0
C004182,24,Male,Divorced,High School,Salaried,North,10.6,150000.0,5.0,22751.0,9624.0,2,1,0,39002.0,744.0,0.225,1,0.889,0.944,0.945,0.838,19.4,2496.0,0.395,22.0,0.397,1,0.0467,0
C004183,70,Female,Married,Bachelor,Salaried,East,1.8,150000.0,1.8,47152.0,8762.0,2,0,1,35691.0,730.0,0.19,1,0.739,0.921,0.869,0.589,5.76,2622.0,0.945,19.0,0.21,0,0.0512,0
C004184,21,Female,Single,Associate,Salaried,South,17.1,150000.0,7.0,32306.0,10771.0,0,0,3,30920.0,706.0,0.149,1,0.944,0.998,1.0,0.693,3.97,1786.0,0.883,45.0,0.317,0,0.1306,0
C004185,53,Female,Divorced,Bachelor,Unemployed,West,9.6,150000.0,8.0,24063.0,5000.0,4,0,2,17358.0,716.0,0.14,1,0.68,0.898,0.867,0.808,2.38,680.0,0.946,64.0,0.462,0,0.0902,0
C004186,34,Other,Married,Bachelor,Self-employed,North,2.4,150000.0,2.4,42328.0,8105.0,1,1,4,19579.0,652.0,0.138,1,0.85,0.946,0.919,0.849,6.64,1495.0,0.99,49.0,0.246,2,0.2391,0
C004187,31,Female,Married,Bachelor,Self-employed,Central,8.5,150000.0,5.0,4121.0,10683.0,2,0,1,6498.0,788.0,0.01,0,0.742,0.595,0.621,0.463,7.48,6677.0,0.352,185.0,0.361,0,0.0805,0
C004188,20,Female,Married,High School,Contract,Central,6.4,150000.0,6.4,8400.0,9338.0,1,3,2,31023.0,649.0,0.19,1,0.897,0.91,1.0,0.741,11.88,500.0,0.564,41.0,0.237,1,0.801,1
C004189,73,Female,Single,Master,Salaried,South,3.6,150000.0,3.6,3438.0,7531.0,4,0,1,8905.0,764.0,0.117,1,0.811,0.954,1.0,0.658,3.72,2169.0,0.52,62.0,0.241,0,0.0174,0
C004190,44,Female,Single,Master,Contract,North,8.1,150000.0,8.1,40828.0,11612.0,0,3,1,24001.0,704.0,0.17,1,0.961,0.955,1.0,0.872,0.84,3122.0,0.212,28.0,0.121,1,0.4479,1
C004191,39,Female,Single,Master,Unemployed,West,2.0,150000.0,2.0,40197.0,7386.0,0,1,2,16318.0,694.0,0.089,1,0.805,0.927,0.972,0.709,11.33,3987.0,0.085,126.0,0.127,1,0.1989,0
C004192,63,Male,Married,Bachelor,Self-employed,North,10.2,150000.0,9.0,50135.0,8800.0,1,0,1,30370.0,718.0,0.23,1,0.903,0.931,0.913,0.992,9.88,1846.0,0.534,62.0,0.0,0,0.0387,0
C004193,20,Female,Married,Bachelor,Salaried,West,5.4,150000.0,5.4,24546.0,11503.0,2,5,0,12295.0,602.0,0.145,1,1.0,0.897,0.927,0.731,5.24,2040.0,0.124,25.0,0.251,1,0.8924,1
C004194,53,Female,Married,Master,Contract,Central,5.8,150000.0,4.0,38326.0,11262.0,3,0,2,5091.0,708.0,0.033,1,0.802,0.853,0.82,0.929,12.76,9826.0,0.924,32.0,0.174,0,0.055,0
C004195,48,Male,Single,High School,Self-employed,East,4.6,150000.0,2.0,11358.0,7857.0,1,4,1,19309.0,601.0,0.163,1,0.853,0.808,0.931,0.975,1.82,1577.0,0.877,17.0,0.31,1,0.7038,1
C004196,52,Male,Single,Bachelor,Unemployed,North,18.5,150000.0,5.0,8919.0,8042.0,1,1,3,11849.0,692.0,0.122,1,0.973,0.756,0.979,0.93,6.09,3085.0,0.727,150.0,0.214,1,0.0935,0
C004197,25,Female,Married,Bachelor,Salaried,East,6.9,150000.0,5.0,37500.0,6300.0,3,0,2,46475.0,760.0,0.261,1,0.968,0.793,0.958,0.589,0.61,1537.0,0.369,43.0,0.419,0,0.0629,0
C004198,77,Female,Married,Bachelor,Salaried,South,4.2,150000.0,1.0,59119.0,5000.0,4,0,0,53576.0,660.0,0.278,1,0.815,0.904,0.951,0.975,3.56,1683.0,0.428,15.0,0.126,0,0.0532,0
C004199,32,Male,Single,Associate,Salaried,East,15.0,150000.0,7.0,16287.0,7777.0,3,0,2,13648.0,785.0,0.097,1,0.919,0.894,0.852,0.863,2.63,2244.0,0.58,12.0,0.406,0,0.0107,0
C004200,60,Female,Single,Associate,Salaried,East,5.7,150000.0,4.0,40159.0,10500.0,1,3,0,165355.0,515.0,0.95,1,0.874,0.972,0.787,1.0,8.64,5552.0,0.99,3.0,0.36,2,0.9661,1
C004201,64,Female,Single,Master,Salaried,West,1.7,150000.0,1.7,113017.0,9261.0,4,0,5,34247.0,774.0,0.199,1,0.972,1.0,0.963,0.874,0.98,2111.0,0.015,102.0,0.446,1,0.1127,0
C004202,39,Male,Married,High School,Contract,South,4.0,150000.0,4.0,8169.0,9359.0,0,3,5,25479.0,629.0,0.182,1,0.755,0.876,0.885,1.0,6.29,6211.0,0.68,9.0,0.14,2,0.9381,1
C004203,26,Female,Married,Master,Salaried,Central,5.6,150000.0,4.0,28676.0,5508.0,3,1,0,12472.0,774.0,0.059,1,1.0,0.993,0.893,0.727,0.99,1100.0,0.798,28.0,0.0,1,0.0163,0
C004204,36,Male,Married,Bachelor,Self-employed,South,1.9,150000.0,1.9,150152.0,8058.0,1,0,1,142677.0,729.0,0.828,1,1.0,0.878,0.908,0.727,4.8,927.0,0.358,25.0,0.389,1,0.1218,0
C004205,68,Female,Married,Associate,Self-employed,Central,13.2,150000.0,2.0,100738.0,8679.0,1,0,3,18002.0,684.0,0.078,1,0.851,1.0,1.0,0.652,9.79,2221.0,0.384,147.0,0.496,0,0.139,0
C004206,74,Male,Married,Bachelor,Salaried,East,10.7,150000.0,6.0,15113.0,6565.0,5,1,0,16857.0,693.0,0.105,1,0.949,0.907,1.0,0.683,6.32,2982.0,0.043,164.0,0.299,1,0.0642,0
C004207,76,Female,Married,Master,Salaried,East,2.8,199709.0,2.8,26458.0,11514.0,4,0,3,37993.0,692.0,0.143,1,0.903,0.959,1.0,0.739,1.04,500.0,0.784,80.0,0.055,0,0.1835,0
C004208,32,Male,Single,Associate,Contract,South,6.4,150000.0,6.0,24059.0,9471.0,0,0,2,42687.0,734.0,0.27,1,0.98,0.95,0.882,0.916,3.14,5135.0,0.134,35.0,0.469,0,0.027,0
C004209,55,Female,Single,Bachelor,Contract,East,1.9,150000.0,1.9,69389.0,9104.0,1,0,5,83727.0,717.0,0.482,1,0.923,0.908,0.949,0.806,1.5,3121.0,0.229,24.0,0.243,2,0.4206,0
C004210,27,Female,Single,PhD,Self-employed,Central,8.6,150000.0,8.0,47325.0,10581.0,4,1,4,46340.0,709.0,0.204,1,0.979,0.942,0.895,0.821,6.32,9632.0,0.572,23.0,0.64,2,0.4203,0
C004211,62,Male,Single,Associate,Salaried,North,5.0,150000.0,5.0,34210.0,8344.0,5,0,6,21938.0,716.0,0.108,1,0.898,1.0,0.998,0.807,10.22,1176.0,1.0,132.0,0.089,1,0.1336,0
C004212,43,Female,Single,Master,Salaried,East,5.4,150000.0,5.4,30160.0,8247.0,5,2,3,29141.0,709.0,0.17,1,0.951,0.886,0.907,0.812,1.14,830.0,0.905,39.0,0.209,1,0.459,1
C004213,62,Female,Single,High School,Salaried,East,17.0,150000.0,5.0,28553.0,9434.0,5,0,0,24957.0,774.0,0.144,1,0.826,0.948,0.907,0.789,5.04,5297.0,0.506,85.0,0.126,0,0.0168,0
C004214,60,Female,Single,Bachelor,Salaried,South,8.3,150000.0,7.0,17491.0,6068.0,4,0,1,56523.0,766.0,0.349,1,0.922,0.997,0.932,0.879,1.26,1645.0,0.613,67.0,0.215,0,0.0435,0
C004215,79,Female,Married,High School,Unemployed,North,8.1,150000.0,7.0,28329.0,11682.0,4,0,2,61797.0,680.0,0.369,1,0.86,0.747,0.858,0.634,2.57,2997.0,0.696,47.0,0.022,0,0.1546,0
C004216,48,Female,Married,Bachelor,Salaried,South,7.1,152491.0,5.0,21498.0,5669.0,2,0,0,7571.0,784.0,0.06,1,0.868,0.903,0.908,0.884,19.52,5402.0,0.269,118.0,0.374,0,0.0063,0
C004217,39,Female,Married,High School,Salaried,West,1.5,150000.0,1.5,34897.0,5877.0,2,2,2,53002.0,638.0,0.368,1,0.989,0.982,0.871,0.881,6.25,1383.0,0.885,58.0,0.316,1,0.3828,0
C004218,50,Female,Single,PhD,Salaried,East,1.1,150000.0,1.1,9726.0,8541.0,3,0,4,27538.0,718.0,0.178,1,0.764,1.0,0.896,0.824,10.11,838.0,0.593,89.0,0.0,1,0.1147,0
C004219,28,Male,Married,Master,Self-employed,Central,7.0,150000.0,2.0,59976.0,11113.0,5,0,0,31180.0,793.0,0.126,1,0.852,0.95,0.974,0.914,4.54,1600.0,0.785,15.0,0.059,0,0.008,0
C004220,24,Male,Divorced,Master,Salaried,Central,3.7,150000.0,3.7,33167.0,8834.0,3,0,2,20439.0,774.0,0.145,1,0.83,0.857,0.847,0.952,2.49,2731.0,0.36,48.0,0.13,0,0.0244,0
C004221,50,Male,Single,Master,Salaried,South,19.9,150000.0,1.0,9167.0,11580.0,1,0,1,6321.0,759.0,0.088,1,0.979,0.947,0.863,0.732,6.0,6739.0,0.988,78.0,0.545,0,0.0191,0
C004222,69,Male,Married,Bachelor,Salaried,West,1.6,150000.0,1.6,77638.0,5949.0,5,1,0,7892.0,706.0,0.071,1,0.911,0.884,0.956,0.98,4.75,3165.0,0.395,136.0,0.42,1,0.0685,0
C004223,51,Female,Divorced,Associate,Contract,West,5.2,150000.0,3.0,10660.0,5000.0,4,0,2,12813.0,799.0,0.071,1,0.96,0.951,0.976,0.693,2.02,5252.0,0.014,72.0,0.125,0,0.0103,0
C004224,66,Male,Married,PhD,Salaried,Central,7.4,150000.0,5.0,17059.0,7335.0,3,0,0,46969.0,758.0,0.282,1,1.0,0.997,0.885,0.807,14.84,636.0,0.685,46.0,0.168,0,0.0143,0
C004225,29,Female,Married,Associate,Self-employed,North,4.0,150000.0,4.0,46824.0,5430.0,2,0,2,7909.0,765.0,0.039,1,0.935,1.0,0.848,0.915,2.0,792.0,0.596,42.0,0.095,0,0.0187,0
C004226,45,Male,Single,Master,Salaried,East,2.9,150000.0,2.9,30694.0,6161.0,0,3,2,20952.0,683.0,0.12,1,0.878,1.0,1.0,0.9,4.77,3191.0,0.252,32.0,0.199,1,0.4691,1
C004227,56,Male,Single,Master,Salaried,North,1.9,150000.0,1.9,19889.0,9884.0,0,0,2,48066.0,685.0,0.261,1,0.931,1.0,0.91,0.743,7.04,695.0,0.213,63.0,0.2,0,0.0406,0
C004228,39,Female,Married,Bachelor,Salaried,East,0.3,150000.0,0.3,99039.0,5000.0,4,0,1,35713.0,776.0,0.168,1,0.853,0.928,0.979,0.803,1.96,608.0,0.921,14.0,0.225,0,0.0145,0
