age,annual_income,loan_amount,credit_score,credit_history_years,debt_to_income_ratio,num_delinquencies,num_open_accounts,recent_credit_inquiries,savings_balance,employment_years,interest_rate,loan_tenure_months,employment_status,rent_or_own,loan_purpose,region,default,default_probability,expected_loss
47,46616.0,14602.0,773.0,9.0,0.297,1,10,4,63177.0,8.0,9.45,40.0,Contract,Mortgage,Medical,North,0,0.013131433965345263,86.28533944288719
26,120796.0,10110.0,678.0,9.0,0.201,0,2,5,87453.0,11.0,11.78,8.0,Self-employed,Mortgage,Other,West,0,0.030398818690483796,138.29942563235602
40,79814.0,166940.0,704.0,7.0,0.201,0,8,5,23053.0,8.0,7.37,3.0,Contract,Own,Home improvement,North,0,0.0945282368965182,7101.244740377137
69,54928.0,21724.0,655.0,5.0,0.548,0,9,0,57931.0,2.0,5.0,61.0,Self-employed,Rent,Education,North,0,0.013832227190554441,135.2210865694221
23,63716.0,18815.0,759.0,4.0,0.222,5,7,0,8753.0,18.0,12.59,30.0,Salaried,Mortgage,Business,Central,0,0.1612100070475192,1364.924827169583
64,82413.0,38599.0,640.0,6.0,0.054,0,7,3,43094.0,7.0,12.85,8.0,Salaried,Rent,Debt consolidation,East,0,0.021847859318429672,379.48748482443017
54,91567.0,40603.0,686.0,8.0,0.208,1,11,0,35737.0,11.0,12.42,25.0,Salaried,Own,Debt consolidation,Central,0,0.006865581517608659,125.44344286175898
34,44089.0,51759.0,744.0,2.0,0.427,0,7,3,33500.0,20.0,12.53,40.0,Salaried,Own,Medical,West,0,0.012169722607551918,283.45170259992585
59,139260.0,10000.0,642.0,6.0,0.211,0,11,2,38071.0,4.0,15.16,22.0,Self-employed,Rent,Other,South,0,0.010186023070771126,45.83710381847007
62,123499.0,32928.0,738.0,7.0,0.318,0,2,1,40237.0,14.0,13.75,10.0,Self-employed,Mortgage,Debt consolidation,Central,0,0.003973913315219627,58.88385793959835
23,86898.0,17679.0,577.0,21.0,0.252,3,8,1,51457.0,25.0,13.52,20.0,Salaried,Rent,Debt consolidation,Central,1,0.8231291956086647,6548.445472124512
26,37661.0,11039.0,630.0,12.0,0.268,0,3,0,1753.0,9.0,5.23,19.0,Salaried,Mortgage,Education,South,0,0.011168498122521384,55.4800728485311
53,34162.0,22836.0,685.0,6.0,0.357,0,3,1,55935.0,11.0,15.25,11.0,Salaried,Own,Education,South,0,0.004908759321026048,50.443392534727884
69,50029.0,10000.0,823.0,6.0,0.542,0,6,0,83749.0,4.0,12.71,20.0,Salaried,Rent,Business,North,0,0.006294471903631769,28.32512356634296
22,61909.0,44011.0,698.0,2.0,0.282,1,2,2,4137.0,22.0,9.24,20.0,Salaried,Own,Debt consolidation,East,0,0.028809971500024643,570.580045059413
53,22637.0,17712.0,699.0,11.0,0.623,1,4,4,24062.0,7.0,12.23,11.0,Contract,Mortgage,Education,South,1,0.3919185596401677,3123.747687755993
27,78596.0,15396.0,753.0,6.0,0.459,0,3,2,96344.0,12.0,12.74,5.0,Contract,Rent,Other,West,0,0.0059354482633200145,41.121972657933725
52,121553.0,19866.0,630.0,7.0,0.157,0,4,6,71261.0,3.0,8.78,6.0,Self-employed,Own,Medical,West,1,0.6187551434759767,5531.48535613219
51,82212.0,19426.0,523.0,3.0,0.484,0,9,0,24642.0,11.0,15.04,21.0,Contract,Rent,Home improvement,West,0,0.6701861406304764,5858.566185549435
25,41282.0,51819.0,785.0,5.0,0.277,0,12,1,31147.0,19.0,8.72,37.0,Unemployed,Rent,Education,West,0,0.009173034458483132,213.90186267186183
54,38680.0,10000.0,723.0,6.0,0.359,1,1,1,75504.0,2.0,7.6,44.0,Contract,Rent,Home improvement,East,0,0.006824485183013913,30.71018332356261
64,70609.0,16537.0,666.0,5.0,0.477,0,5,4,11489.0,9.0,8.81,19.0,Salaried,Rent,Debt consolidation,West,0,0.057869748007975834,430.6464102635534
63,55033.0,18724.0,693.0,9.0,0.435,0,11,2,76558.0,4.0,17.93,16.0,Salaried,Own,Home improvement,West,0,0.007266782772458193,61.228458284178245
22,76395.0,10000.0,748.0,8.0,0.282,0,3,3,92943.0,6.0,10.41,12.0,Contract,Own,Education,East,0,0.004167495544515043,18.75372995031769
33,83362.0,24822.0,683.0,5.0,0.503,0,7,0,43497.0,10.0,8.76,9.0,Contract,Mortgage,Medical,West,0,0.005366246913665044,59.94044140094717
32,109157.0,12799.0,698.0,8.0,0.372,0,2,4,42430.0,6.0,9.05,5.0,Salaried,Rent,Debt consolidation,North,0,0.015332026830770435,88.30557513316386
43,32123.0,10000.0,802.0,1.0,0.621,0,7,0,55946.0,10.0,10.36,10.0,Salaried,Mortgage,Other,North,0,0.010077017610872365,45.34657924892564
28,67636.0,32685.0,622.0,7.0,0.185,1,4,0,16705.0,10.0,12.67,6.0,Contract,Mortgage,Education,South,0,0.030421480722536635,447.44674383724947
62,49025.0,70295.0,718.0,5.0,0.321,0,1,6,16765.0,3.0,11.46,12.0,Self-employed,Own,Other,South,0,0.18695779295183695,5913.989124997221
59,56713.0,22841.0,623.0,3.0,0.16,0,1,4,13972.0,19.0,14.6,27.0,Unemployed,Mortgage,Debt consolidation,Central,1,0.5310648309301559,5458.523311474061
60,96319.0,20385.0,776.0,2.0,0.313,4,10,0,47192.0,3.0,14.45,6.0,Contract,Rent,Debt consolidation,East,0,0.06337326512134323,581.3388042743618
30,102254.0,20063.0,706.0,5.0,0.467,0,5,2,4785.0,15.0,10.83,55.0,Salaried,Mortgage,Business,North,0,0.0057806730689889865,52.18993970240672
21,129204.0,14959.0,652.0,3.0,0.4,0,9,1,20702.0,10.0,14.31,4.0,Contract,Rent,Medical,East,0,0.011277566304549808,75.91550145739227
65,75665.0,52975.0,607.0,5.0,0.148,3,8,0,8191.0,4.0,8.23,9.0,Salaried,Own,Other,South,1,0.553317031288168,13190.386379620815
35,56359.0,23636.0,671.0,5.0,0.379,1,7,5,11855.0,3.0,13.15,61.0,Contract,Rent,Debt consolidation,West,1,0.6235982361255167,6632.71555907822
53,52100.0,10000.0,700.0,6.0,0.197,2,6,0,100322.0,6.0,12.2,10.0,Salaried,Mortgage,Debt consolidation,West,0,0.013416113045093313,60.372508702919916
65,23061.0,54134.0,754.0,3.0,0.174,0,3,0,8272.0,9.0,8.63,4.0,Salaried,Own,Education,South,0,0.016741679975373222,407.8323467040843
22,125098.0,45043.0,630.0,1.0,0.083,0,8,1,34059.0,14.0,9.93,31.0,Salaried,Rent,Debt consolidation,Central,0,0.013977010957409492,283.30492704956805
21,50159.0,34586.0,645.0,4.0,0.461,1,11,3,28066.0,4.0,13.79,30.0,Salaried,Own,Business,West,0,0.3665153457218196,5704.334886210684
21,79082.0,10000.0,663.0,13.0,0.139,0,3,3,25580.0,7.0,13.52,69.0,Salaried,Rent,Business,Central,0,0.007934825457960266,35.7067145608212
28,86981.0,21978.0,647.0,1.0,0.479,0,4,0,16185.0,15.0,13.41,16.0,Unemployed,Own,Other,Central,0,0.02413765041671607,238.72377638636362
23,30184.0,43048.0,662.0,5.0,0.264,0,1,1,15490.0,7.0,7.03,27.0,Salaried,Rent,Business,East,0,0.02111907226688171,409.11022032512574
61,36032.0,29279.0,638.0,13.0,0.03,0,12,3,14871.0,7.0,14.2,12.0,Salaried,Mortgage,Other,North,0,0.025035335597314613,329.85431592919855
50,140205.0,25690.0,713.0,13.0,0.197,0,6,3,38332.0,1.0,9.1,11.0,Unemployed,Mortgage,Home improvement,South,0,0.015171922759150086,175.39501305715456
69,70245.0,43115.0,663.0,8.0,0.398,0,1,4,31255.0,12.0,11.12,9.0,Self-employed,Own,Business,Central,0,0.09632687109262433,1868.9098712213242
60,43507.0,24452.0,691.0,12.0,0.377,0,12,0,13460.0,7.0,13.43,11.0,Contract,Mortgage,Other,South,0,0.004899364519206134,53.90966755063277
68,55855.0,54324.0,707.0,6.0,0.051,1,6,1,147383.0,6.0,5.0,13.0,Salaried,Mortgage,Home improvement,East,0,0.011990138374863625,293.1085246842412
32,108818.0,24868.0,614.0,11.0,0.572,0,4,6,15739.0,6.0,9.57,36.0,Salaried,Mortgage,Other,South,1,0.9175411885740639,10267.83642485692
35,100095.0,23427.0,723.0,4.0,0.523,0,9,3,12793.0,8.0,13.55,23.0,Salaried,Rent,Business,West,0,0.007576340799716757,79.87092116173402
62,26733.0,43015.0,702.0,5.0,0.21,1,3,1,35676.0,5.0,5.0,22.0,Unemployed,Rent,Business,Central,0,0.03137609166304563,607.3391622986584
32,147098.0,16335.0,702.0,3.0,0.53,3,7,2,13093.0,13.0,11.22,18.0,Self-employed,Mortgage,Home improvement,North,1,0.349775878512726,2571.1150389774207
23,101863.0,10000.0,683.0,3.0,0.44,0,10,3,35208.0,16.0,10.85,20.0,Unemployed,Mortgage,Education,East,0,0.04093280851586251,184.19763832138128
53,55058.0,22089.0,675.0,2.0,0.159,0,4,1,49332.0,4.0,9.03,71.0,Contract,Rent,Education,South,0,0.004796132863921621,47.673800474024105
60,31087.0,34296.0,693.0,3.0,0.191,0,2,4,50625.0,4.0,12.93,37.0,Salaried,Mortgage,Education,West,0,0.018268574528352267,281.9425644109662
68,106906.0,44091.0,695.0,5.0,0.492,1,12,5,9293.0,2.0,16.29,5.0,Salaried,Own,Other,East,1,0.4274025487998934,8480.072600611245
66,77811.0,44275.0,625.0,9.0,0.331,0,3,2,30764.0,3.0,10.09,8.0,Salaried,Rent,Other,South,0,0.03133461003296508,624.302936644288
26,26855.0,20921.0,777.0,3.0,0.343,0,10,5,56734.0,8.0,13.45,14.0,Contract,Own,Business,Central,0,0.014448010832788195,136.02007558474284
58,52699.0,19370.0,652.0,6.0,0.145,0,8,5,38199.0,3.0,9.24,9.0,Self-employed,Mortgage,Education,South,0,0.15828263816076313,1379.670615528292
62,334167.0,14128.0,694.0,9.0,0.141,0,9,4,82871.0,14.0,16.32,19.0,Contract,Rent,Education,South,0,0.00646513465474213,41.10274008098857
55,60420.0,26567.0,754.0,10.0,0.296,0,9,3,71481.0,5.0,11.75,26.0,Salaried,Mortgage,Debt consolidation,South,0,0.004595140536357189,54.93559438323065
61,39812.0,10000.0,671.0,8.0,0.075,1,3,4,21533.0,8.0,12.1,32.0,Unemployed,Rent,Business,West,0,0.3057512103164797,1375.880446424159
62,34383.0,22406.0,703.0,9.0,0.281,0,11,0,17851.0,2.0,12.29,20.0,Salaried,Rent,Other,North,0,0.004615346584088116,46.53515500338525
42,158682.0,186700.0,569.0,6.0,0.237,0,8,2,24151.0,6.0,14.7,15.0,Salaried,Rent,Debt consolidation,South,1,0.579598608886225,48694.9771255762
22,95441.0,10000.0,581.0,8.0,0.283,1,11,0,79584.0,8.0,13.63,8.0,Salaried,Rent,Business,South,0,0.13644744028744185,614.0134812934883
43,129844.0,24776.0,689.0,3.0,0.172,2,9,5,576028.0,12.0,6.86,5.0,Self-employed,Rent,Education,North,1,0.676818422498981,7545.98395612564
30,68631.0,29242.0,700.0,11.0,0.139,1,3,5,34232.0,16.0,12.74,5.0,Salaried,Rent,Business,West,0,0.17423194501267647,2292.7007412273083
26,119337.0,32204.0,751.0,5.0,0.285,0,6,2,34776.0,12.0,9.08,30.0,Salaried,Mortgage,Business,South,0,0.0045667806209803135,66.18087140312251
27,37550.0,10668.0,734.0,14.0,0.03,1,11,1,25407.0,5.0,15.55,13.0,Salaried,Rent,Business,North,0,0.005440575441306329,26.118026463535163
55,65475.0,32425.0,602.0,7.0,0.264,0,6,4,24908.0,5.0,12.66,11.0,Contract,Own,Debt consolidation,South,0,0.46673647705074855,6810.268620766735
45,70114.0,14752.0,760.0,6.0,0.026,0,4,1,30960.0,4.0,10.41,8.0,Contract,Own,Debt consolidation,West,0,0.002621514880418356,17.402664382169213
47,128072.0,10000.0,625.0,16.0,0.244,0,7,2,77565.0,10.0,12.84,33.0,Self-employed,Own,Other,Central,0,0.015131707820879386,68.09268519395724
57,71351.0,44980.0,737.0,8.0,0.386,0,9,3,69532.0,8.0,13.74,52.0,Salaried,Own,Debt consolidation,North,0,0.0076876161833601825,155.60503916739344
47,42445.0,36260.0,665.0,18.0,0.145,0,2,4,7874.0,20.0,6.0,8.0,Self-employed,Rent,Other,North,0,0.051779317552426075,844.8831245029363
51,62022.0,10669.0,839.0,9.0,0.109,1,13,1,93677.0,11.0,9.53,18.0,Salaried,Rent,Debt consolidation,South,0,0.004726864574702571,22.69391316637578
25,23813.0,14649.0,658.0,12.0,0.174,1,4,2,19256.0,5.0,11.33,14.0,Self-employed,Own,Home improvement,North,0,0.030146035336592682,198.7241722405858
62,16705.0,14257.0,686.0,3.0,0.225,0,9,6,18253.0,3.0,13.93,6.0,Salaried,Rent,Education,East,0,0.2866640887409081,1839.1364609306072
42,94583.0,10000.0,699.0,5.0,0.36,0,11,1,28018.0,6.0,15.69,40.0,Unemployed,Rent,Home improvement,Central,0,0.008549809938291618,38.47414472231228
28,48722.0,39020.0,677.0,1.0,0.119,0,12,3,25505.0,2.0,15.57,9.0,Contract,Own,Debt consolidation,Central,0,0.00994239742059196,174.5785563081742
60,51856.0,40132.0,635.0,7.0,0.367,0,2,3,9687.0,11.0,10.56,1.0,Contract,Own,Medical,Central,0,0.04181310066055766,755.1195100692751
56,94563.0,17164.0,811.0,5.0,0.17,0,3,1,22742.0,6.0,9.2,8.0,Salaried,Own,Other,North,0,0.0030694043867526017,23.707465602399747
23,129102.0,21567.0,656.0,6.0,0.18,0,10,0,85387.0,3.0,8.23,19.0,Salaried,Rent,Home improvement,North,0,0.005367383786841315,52.09126475886299
30,80336.0,24005.0,654.0,4.0,0.546,0,1,3,2061.0,3.0,12.84,32.0,Salaried,Mortgage,Debt consolidation,North,0,0.027698933899910447,299.2108087203076
21,172895.0,26457.0,684.0,8.0,0.265,0,9,0,44769.0,18.0,11.74,13.0,Salaried,Rent,Business,Central,0,0.004253261671250111,50.63784481631889
34,78943.0,10000.0,701.0,7.0,0.119,0,6,4,27274.0,5.0,11.58,20.0,Unemployed,Own,Home improvement,West,0,0.01947913745103861,87.65611852967375
25,70701.0,31772.0,652.0,8.0,0.184,0,10,3,154593.0,8.0,12.08,26.0,Self-employed,Rent,Debt consolidation,East,0,0.015241967454874505,217.92050548932275
55,68337.0,10000.0,742.0,4.0,0.228,0,2,2,49697.0,8.0,14.53,5.0,Salaried,Rent,Home improvement,East,0,0.003917186925441102,17.627341164484957
46,29525.0,36718.0,698.0,20.0,0.04,2,7,5,9246.0,4.0,12.57,14.0,Salaried,Rent,Home improvement,North,1,0.8242630944554294,13619.381535996506
69,101296.0,10000.0,691.0,3.0,0.547,2,4,0,23657.0,2.0,12.38,31.0,Salaried,Mortgage,Home improvement,North,0,0.03666046213535356,164.97207960909103
57,15599.0,10000.0,721.0,13.0,0.22,1,13,2,52564.0,12.0,7.22,23.0,Contract,Rent,Debt consolidation,West,0,0.0247026679596386,111.1620058183737
50,43372.0,21568.0,643.0,11.0,0.251,0,8,0,29937.0,7.0,7.74,34.0,Salaried,Rent,Business,South,0,0.008125395638200087,78.86183990611477
45,60634.0,21208.0,658.0,4.0,0.049,0,1,1,91208.0,5.0,7.44,7.0,Salaried,Own,Business,Central,0,0.004353190659876716,41.54511038159943
23,38779.0,23809.0,689.0,3.0,0.289,0,9,2,10199.0,9.0,13.14,55.0,Salaried,Mortgage,Debt consolidation,North,0,0.00494177354567077,52.94640885699391
24,46702.0,11276.0,741.0,5.0,0.52,0,5,1,13639.0,7.0,14.65,10.0,Salaried,Mortgage,Education,North,0,0.005492520953675629,27.870149823140874
51,164663.0,25645.0,677.0,7.0,0.442,0,8,1,46069.0,7.0,11.26,11.0,Salaried,Rent,Home improvement,South,0,0.0067341419546911325,77.71368169262435
21,109888.0,27522.0,673.0,3.0,0.48,0,8,5,82313.0,2.0,7.01,22.0,Salaried,Mortgage,Other,North,0,0.12734342165975746,1577.13554291393
23,41060.0,52801.0,574.0,6.0,0.175,0,13,4,25322.0,13.0,15.73,19.0,Self-employed,Mortgage,Education,West,1,0.8618180103730094,20477.183744567374
31,46246.0,25305.0,652.0,8.0,0.088,0,4,4,158109.0,3.0,10.99,8.0,Contract,Mortgage,Other,North,0,0.0320761509001266,365.2591493374666
64,29663.0,14051.0,599.0,3.0,0.243,0,6,3,31799.0,3.0,11.52,13.0,Salaried,Mortgage,Debt consolidation,Central,0,0.15763664415760148,996.7286191763064
43,88234.0,10000.0,613.0,7.0,0.515,0,3,4,6587.0,7.0,6.27,4.0,Contract,Own,Medical,East,0,0.6010618797153081,2704.7784587188867
55,52190.0,10000.0,710.0,11.0,0.424,0,9,3,12834.0,4.0,10.19,17.0,Unemployed,Rent,Debt consolidation,East,0,0.04528928462238054,203.80178080071244
41,20301.0,28064.0,850.0,3.0,0.188,0,5,1,60717.0,5.0,12.29,58.0,Contract,Own,Business,East,0,0.012210491301017107,154.20385254228484
29,63287.0,39931.0,701.0,4.0,0.2,0,4,4,45991.0,14.0,16.87,24.0,Salaried,Rent,Medical,North,0,0.009459393711317236,169.97537262897384
39,76225.0,11297.0,708.0,4.0,0.092,0,13,0,62498.0,1.0,17.92,3.0,Contract,Own,Business,North,0,0.002986052119361919,15.18004385659422
25,101694.0,26674.0,648.0,21.0,0.048,0,11,2,10119.0,13.0,8.97,21.0,Salaried,Mortgage,Debt consolidation,West,0,0.0058833414786201525,70.61951277032128
58,57507.0,19329.0,632.0,4.0,0.183,0,6,3,4671.0,6.0,14.17,7.0,Self-employed,Own,Debt consolidation,East,0,0.023701756339061023,206.15906172496972
29,48778.0,37748.0,803.0,16.0,0.227,0,8,2,65669.0,26.0,8.0,12.0,Self-employed,Own,Business,North,0,0.004930095365924117,83.7455579428066
39,178518.0,42174.0,646.0,10.0,0.234,1,2,5,137493.0,4.0,13.48,31.0,Salaried,Own,Medical,North,0,0.728392345487458,13823.648450364626
69,60091.0,10000.0,580.0,6.0,0.261,0,3,3,17448.0,6.0,10.64,25.0,Self-employed,Rent,Medical,North,0,0.36923323073406744,1661.5495383033035
50,88944.0,47768.0,704.0,12.0,0.437,0,6,0,18824.0,5.0,11.21,43.0,Salaried,Rent,Medical,Central,0,0.007621967866245356,163.83877246566368
43,44500.0,26613.0,666.0,6.0,0.446,0,12,3,7857.0,13.0,11.92,24.0,Contract,Own,Business,East,0,0.01973402031015772,236.33166713140233
47,87505.0,14787.0,723.0,9.0,0.26,0,9,0,128094.0,8.0,10.74,29.0,Contract,Mortgage,Other,South,0,0.0031791342406251965,21.154436107256153
59,26887.0,15099.0,776.0,6.0,0.078,0,9,5,18475.0,4.0,11.1,47.0,Self-employed,Own,Home improvement,West,0,0.010058383246358873,68.34218788654768
33,46438.0,22557.0,710.0,1.0,0.273,0,1,2,14798.0,4.0,7.06,17.0,Contract,Mortgage,Business,Central,0,0.004301032650897412,43.65827707783182
52,30806.0,15096.0,702.0,2.0,0.141,0,8,4,14592.0,9.0,16.63,30.0,Salaried,Rent,Home improvement,East,0,0.007515223346092251,51.05241523467388
63,42927.0,10908.0,726.0,4.0,0.51,1,11,1,58021.0,10.0,12.35,34.0,Self-employed,Mortgage,Medical,North,0,0.008793203175217442,43.16231710587234
49,119105.0,12954.0,839.0,9.0,0.21,3,2,4,23878.0,4.0,9.46,15.0,Salaried,Own,Medical,Central,0,0.1103226997121442,643.1041134320022
42,42754.0,10096.0,815.0,5.0,0.165,0,5,1,13384.0,9.0,16.73,9.0,Contract,Own,Other,North,0,0.0034610423903678224,15.724207787919092
28,88880.0,60471.0,673.0,9.0,0.485,0,13,5,16735.0,7.0,10.83,6.0,Contract,Own,Education,South,0,0.22687999975343084,6173.847209290373
33,137929.0,22970.0,742.0,3.0,0.186,0,1,0,16475.0,1.0,12.71,25.0,Salaried,Own,Debt consolidation,West,0,0.0030694043867526017,31.72689844366827
67,58973.0,119328.0,788.0,10.0,0.276,1,1,2,29317.0,7.0,14.42,44.0,Salaried,Own,Medical,West,0,0.04212967403477933,2262.2623844499667
47,103422.0,29095.0,728.0,23.0,0.235,0,1,4,46686.0,8.0,11.14,36.0,Self-employed,Rent,Medical,South,0,0.007374104380958373,96.54730513379273
35,80185.0,34258.0,686.0,6.0,0.47,0,7,0,40434.0,9.0,6.44,8.0,Contract,Own,Education,West,0,0.005676503745727418,87.50954939450844
41,63834.0,10000.0,663.0,2.0,0.173,5,6,3,37271.0,7.0,11.52,8.0,Unemployed,Mortgage,Medical,Central,1,0.989221855962027,4451.498351829122
49,90461.0,18701.0,695.0,12.0,0.299,0,5,0,47253.0,5.0,18.28,49.0,Contract,Mortgage,Home improvement,East,0,0.003343220903659571,28.134708353701935
47,164714.0,23261.0,627.0,5.0,0.164,0,12,0,58243.0,3.0,13.85,32.0,Self-employed,Own,Debt consolidation,West,0,0.007660164118572591,80.18238490295266
55,42172.0,13658.0,739.0,6.0,0.185,0,8,5,60158.0,5.0,11.13,13.0,Salaried,Own,Education,East,0,0.009410052926452788,57.835126291271486
33,35328.0,15544.0,767.0,23.0,0.251,1,13,3,62539.0,7.0,13.5,8.0,Salaried,Rent,Business,South,0,0.01210211023805813,84.651840693169
52,34206.0,30185.0,668.0,7.0,0.211,0,5,2,32234.0,5.0,9.36,16.0,Salaried,Mortgage,Home improvement,South,0,0.009435065893964246,128.15885880418983
42,103459.0,30633.0,665.0,11.0,0.106,0,5,0,25315.0,7.0,9.39,5.0,Self-employed,Own,Debt consolidation,North,0,0.005216968650054228,71.91513029570002
67,111430.0,10000.0,632.0,3.0,0.323,2,7,6,133992.0,11.0,18.28,6.0,Salaried,Rent,Business,North,1,0.9780675760930797,4401.304092418859
28,44562.0,27250.0,716.0,8.0,0.257,0,7,6,41547.0,17.0,11.25,25.0,Salaried,Rent,Education,Central,0,0.0855110354226781,1048.5790718705903
28,18494.0,33348.0,689.0,3.0,0.399,0,12,1,78855.0,2.0,11.63,6.0,Salaried,Own,Debt consolidation,Central,0,0.02007131697460849,301.2022253111598
43,41311.0,14147.0,611.0,9.0,0.371,0,4,4,69563.0,9.0,10.93,1.0,Contract,Own,Business,West,0,0.5040626834760418,3208.9386524110037
45,80928.0,13109.0,850.0,10.0,0.201,0,4,1,106051.0,6.0,14.03,20.0,Salaried,Mortgage,Debt consolidation,South,0,0.0030801142173831875,18.169747774054294
54,57717.0,30672.0,592.0,26.0,0.247,0,9,4,20592.0,5.0,8.89,2.0,Salaried,Rent,Home improvement,North,0,0.6107603522836571,8429.958686359949
40,66118.0,10000.0,611.0,9.0,0.156,0,5,0,19223.0,9.0,18.21,15.0,Salaried,Rent,Medical,West,0,0.011440770925318979,51.48346916393541
65,44899.0,22061.0,742.0,9.0,0.188,0,6,1,28845.0,10.0,9.92,2.0,Salaried,Rent,Debt consolidation,East,0,0.003663396186930813,36.3681824759463
44,104584.0,75043.0,726.0,4.0,0.207,0,7,5,23736.0,4.0,16.35,32.0,Salaried,Rent,Debt consolidation,Central,0,0.036046728411703574,1217.2745880897621
27,72313.0,10000.0,651.0,15.0,0.608,0,1,3,5701.0,3.0,15.12,9.0,Salaried,Rent,Medical,West,0,0.06728019125510967,302.7608606479935
26,82665.0,40829.0,647.0,8.0,0.42,1,11,0,13829.0,11.0,14.95,33.0,Contract,Mortgage,Medical,South,0,0.028813640941670604,529.3944657033611
68,65348.0,33134.0,715.0,12.0,0.144,1,1,2,142985.0,7.0,14.67,30.0,Unemployed,Mortgage,Other,South,0,0.028161002767053148,419.88899955759257
27,79890.0,10000.0,711.0,15.0,0.288,0,6,2,30661.0,5.0,13.26,8.0,Contract,Rent,Home improvement,South,0,0.0043506786109698365,19.578053749364265
67,77050.0,32545.0,651.0,12.0,0.357,1,2,1,9639.0,4.0,11.92,13.0,Self-employed,Own,Education,South,0,0.021914436379867428,320.9423993922535
34,35938.0,46680.0,745.0,7.0,0.106,0,11,1,3721.0,2.0,14.02,23.0,Salaried,Own,Medical,South,0,0.00823854832632618,173.05894614280774
25,73511.0,10000.0,721.0,16.0,0.445,0,5,0,79114.0,14.0,14.25,19.0,Salaried,Mortgage,Education,Central,0,0.00446095263751518,20.074286868818312
35,92534.0,12959.0,764.0,13.0,0.618,0,3,5,16817.0,7.0,7.12,22.0,Salaried,Rent,Home improvement,Central,0,0.039216489456156314,228.69291908804837
51,113021.0,22462.0,687.0,17.0,0.243,1,9,4,10384.0,2.0,12.07,23.0,Salaried,Own,Business,East,0,0.04890752623491521,494.3523844298995
41,75272.0,45856.0,735.0,7.0,0.066,5,13,6,45166.0,13.0,13.89,2.0,Salaried,Rent,Home improvement,Central,1,0.9466852192328327,19535.03883591335
59,35211.0,14679.0,677.0,4.0,0.225,0,2,0,34071.0,9.0,6.16,28.0,Self-employed,Mortgage,Home improvement,West,0,0.0046205836473538885,30.521496311778478
50,38322.0,21342.0,720.0,5.0,0.44,1,11,2,107336.0,3.0,7.14,7.0,Salaried,Rent,Debt consolidation,West,0,0.021063380741098134,202.29060229943238
40,47130.0,13378.0,710.0,6.0,0.162,0,7,4,44392.0,15.0,13.2,15.0,Self-employed,Rent,Debt consolidation,North,0,0.006335339389694342,38.13937665989891
52,66450.0,22436.0,737.0,2.0,0.084,0,9,2,327456.0,4.0,14.5,10.0,Salaried,Own,Debt consolidation,Central,0,0.003468061071219053,35.0142381872418
68,55981.0,48291.0,719.0,4.0,0.271,0,2,2,55552.0,11.0,10.75,21.0,Contract,Rent,Business,Central,0,0.007095950806337951,154.20175217498968
41,32272.0,23847.0,586.0,7.0,0.363,0,10,1,22597.0,2.0,8.49,4.0,Salaried,Mortgage,Debt consolidation,West,0,0.058050166927379306,622.9450488227465
28,32166.0,16847.0,656.0,7.0,0.186,0,5,0,22047.0,3.0,10.26,12.0,Salaried,Own,Home improvement,North,0,0.0060315395526416345,45.726006079509126
41,18879.0,21492.0,695.0,11.0,0.14,3,3,3,83576.0,3.0,8.22,22.0,Contract,Rent,Other,South,0,0.7851380364397765,7593.384005623655
62,10768.0,12083.0,716.0,8.0,0.469,0,2,3,46287.0,2.0,10.7,16.0,Contract,Own,Medical,East,0,0.010773908363609742,58.581510640873425
31,55688.0,10448.0,735.0,5.0,0.497,1,7,6,21992.0,4.0,8.35,12.0,Contract,Rent,Debt consolidation,East,0,0.2019429313348951,949.4548859641429
67,214513.0,54315.0,720.0,6.0,0.409,0,10,1,141475.0,9.0,9.72,6.0,Contract,Rent,Home improvement,West,0,0.006843950219366794,167.27812027420836
49,160850.0,75228.0,651.0,13.0,0.185,0,10,3,99064.0,10.0,8.76,4.0,Salaried,Rent,Debt consolidation,East,0,0.0388107089568936,1313.8434060341363
50,34960.0,10000.0,740.0,19.0,0.32,0,1,6,54358.0,2.0,14.0,3.0,Salaried,Mortgage,Business,West,0,0.03856383213404993,173.53724460322468
36,65020.0,34084.0,646.0,7.0,0.156,0,6,5,51600.0,3.0,14.92,56.0,Salaried,Rent,Debt consolidation,North,0,0.24967086989125156,3829.4018682180385
66,26755.0,41949.0,759.0,14.0,0.241,5,13,4,45330.0,13.0,10.23,16.0,Salaried,Own,Business,South,1,0.8930131641591627,16857.45415049072
22,29096.0,10000.0,763.0,1.0,0.257,0,9,1,22082.0,6.0,7.36,44.0,Salaried,Rent,Medical,East,0,0.0044250215025421384,19.912596761439623
35,30989.0,15463.0,689.0,9.0,0.145,0,8,3,28181.0,11.0,6.43,15.0,Unemployed,Rent,Business,Central,0,0.023277328391668274,161.97179801416496
41,52890.0,14289.0,654.0,5.0,0.146,0,12,1,74564.0,11.0,10.57,7.0,Salaried,Own,Education,North,0,0.005441713067541104,34.99048710994268
44,54157.0,91648.0,652.0,10.0,0.264,0,2,6,55880.0,17.0,12.89,21.0,Salaried,Mortgage,Debt consolidation,East,1,0.8549137121676528,35258.00935173347
44,68802.0,76065.0,630.0,9.0,0.392,0,9,1,19517.0,4.0,13.34,20.0,Salaried,Rent,Debt consolidation,North,0,0.06142583012731158,2102.5600958852797
