customer_id,kyc_doc_quality,kyc_completion,kyc_risk_score,kyc_status,sanction_flag,pep_flag,selfie_match_score,approval_status
CUST004213,Good,Complete,0.619,Review,0,0,0.765,Rejected
CUST004214,Average,Complete,0.621,Review,0,0,0.754,Rejected
CUST004215,Good,Complete,0.427,Review,0,0,0.898,Rejected
CUST004216,Good,Partial,0.902,Rejected,0,1,0.843,Rejected
CUST004217,Good,Complete,0.572,Review,0,0,0.928,Rejected
CUST004218,Average,Complete,0.466,Review,0,0,0.885,Rejected
CUST004219,Average,Complete,0.451,Review,0,0,0.9,Rejected
CUST004220,Average,Complete,0.614,Review,0,0,0.817,Rejected
CUST004221,Good,Complete,0.551,Review,0,0,0.98,Rejected
CUST004222,Good,Complete,0.561,Review,0,0,0.848,Rejected
CUST004223,Average,Pending,0.827,Rejected,0,0,0.899,Rejected
CUST004224,Good,Partial,0.794,Rejected,0,0,0.822,Rejected
CUST004225,Good,Complete,0.856,Rejected,1,0,0.9,Rejected
CUST004226,Good,Partial,0.912,Rejected,1,0,0.93,Rejected
CUST004227,Good,Complete,0.463,Review,0,0,0.776,Rejected
CUST004228,Good,Complete,0.544,Review,0,0,0.88,Rejected
CUST004229,Good,Partial,0.768,Rejected,0,0,0.816,Rejected
CUST004230,Good,Partial,0.77,Rejected,0,0,0.799,Rejected
CUST004231,Good,Complete,0.547,Review,0,0,0.974,Rejected
CUST004232,Good,Complete,0.485,Review,0,0,0.897,Rejected
CUST004233,Good,Pending,0.726,Rejected,0,0,0.888,Rejected
CUST004234,Good,Pending,0.71,Rejected,0,0,0.832,Rejected
CUST004235,Average,Partial,0.865,Rejected,0,0,0.956,Rejected
CUST004236,Good,Complete,0.585,Review,0,0,1.0,Rejected
CUST004237,Average,Pending,0.89,Rejected,0,0,0.778,Rejected
CUST004238,Good,Complete,0.477,Review,0,0,0.922,Rejected
CUST004239,Average,Complete,0.636,Review,0,0,1.0,Rejected
CUST004240,Good,Complete,0.541,Review,0,0,0.844,Rejected
CUST004241,Good,Complete,0.4,Review,0,0,0.896,Rejected
CUST004242,Good,Complete,0.338,Approved,0,0,0.948,Rejected
CUST004243,Good,Partial,0.848,Rejected,0,0,0.974,Rejected
CUST004244,Good,Complete,0.494,Review,0,0,0.938,Rejected
CUST004245,Good,Complete,0.519,Review,0,0,0.831,Rejected
CUST004246,Good,Complete,0.853,Rejected,1,0,0.821,Rejected
CUST004247,Good,Partial,0.726,Rejected,0,0,0.963,Rejected
CUST004248,Good,Pending,0.877,Rejected,0,0,0.833,Rejected
CUST004249,Average,Complete,0.548,Review,0,0,0.989,Rejected
CUST004250,Good,Complete,0.331,Approved,0,0,1.0,Approved
CUST004251,Average,Complete,0.628,Review,0,0,0.959,Rejected
CUST004252,Poor,Complete,0.476,Review,0,0,0.903,Rejected
CUST004253,Good,Complete,0.534,Review,0,0,0.932,Rejected
CUST004254,Good,Complete,0.507,Review,0,0,0.853,Rejected
CUST004255,Good,Complete,0.489,Review,0,0,0.836,Rejected
CUST004256,Good,Complete,0.571,Review,0,0,0.907,Rejected
CUST004257,Good,Complete,0.443,Review,0,0,0.815,Rejected
CUST004258,Good,Complete,0.546,Review,0,0,0.882,Rejected
CUST004259,Good,Complete,0.465,Review,0,0,0.757,Rejected
CUST004260,Good,Complete,0.572,Review,0,0,0.862,Rejected
CUST004261,Good,Pending,0.819,Rejected,0,0,1.0,Rejected
CUST004262,Good,Complete,0.612,Review,0,0,0.836,Rejected
CUST004263,Average,Complete,0.629,Review,0,0,0.952,Rejected
CUST004264,Good,Complete,0.678,Rejected,0,0,0.861,Rejected
CUST004265,Good,Complete,0.406,Review,0,0,0.863,Rejected
CUST004266,Good,Complete,0.483,Review,0,0,0.877,Rejected
CUST004267,Poor,Complete,0.565,Review,0,0,0.909,Rejected
CUST004268,Good,Complete,0.518,Review,0,0,0.85,Rejected
CUST004269,Average,Partial,0.828,Rejected,0,0,0.903,Rejected
CUST004270,Good,Complete,0.484,Review,0,0,0.826,Rejected
CUST004271,Good,Complete,0.353,Review,0,0,0.835,Rejected
CUST004272,Average,Partial,0.97,Rejected,1,0,0.978,Rejected
CUST004273,Good,Complete,0.403,Review,0,0,0.837,Rejected
CUST004274,Good,Complete,0.566,Review,0,0,0.804,Rejected
CUST004275,Good,Partial,0.686,Rejected,0,0,0.894,Rejected
CUST004276,Average,Complete,0.632,Review,0,0,0.817,Rejected
CUST004277,Good,Complete,0.439,Review,0,0,0.881,Rejected
CUST004278,Good,Complete,0.444,Review,0,0,0.856,Rejected
CUST004279,Average,Pending,0.851,Rejected,0,0,0.898,Rejected
CUST004280,Good,Complete,0.47,Review,0,0,1.0,Rejected
CUST004281,Good,Complete,0.857,Rejected,0,1,0.825,Rejected
CUST004282,Good,Complete,0.514,Review,0,0,0.894,Rejected
CUST004283,Average,Complete,0.676,Rejected,0,0,0.829,Rejected
CUST004284,Good,Complete,0.52,Review,0,0,0.85,Rejected
CUST004285,Good,Complete,0.512,Review,0,0,0.886,Rejected
CUST004286,Good,Complete,0.567,Review,0,0,0.846,Rejected
CUST004287,Good,Complete,0.46,Review,0,0,0.971,Rejected
CUST004288,Good,Complete,0.605,Review,0,0,0.906,Rejected
CUST004289,Good,Complete,0.402,Review,0,0,0.84,Rejected
CUST004290,Good,Complete,0.451,Review,0,0,0.865,Rejected
CUST004291,Average,Complete,0.615,Review,0,0,0.9,Rejected
CUST004292,Average,Complete,0.679,Rejected,0,0,0.825,Rejected
CUST004293,Good,Complete,0.442,Review,0,0,0.928,Rejected
CUST004294,Average,Complete,0.488,Review,0,0,1.0,Rejected
CUST004295,Poor,Complete,0.734,Rejected,0,0,0.874,Rejected
CUST004296,Good,Complete,0.515,Review,0,0,0.877,Rejected
CUST004297,Good,Complete,0.538,Review,0,0,0.806,Rejected
CUST004298,Good,Complete,0.598,Review,0,0,1.0,Rejected
CUST004299,Good,Complete,0.398,Review,0,0,0.885,Rejected
CUST004300,Good,Complete,0.636,Review,0,0,0.842,Rejected
CUST004301,Average,Complete,0.574,Review,0,0,1.0,Rejected
CUST004302,Good,Complete,0.598,Review,0,0,0.945,Rejected
CUST004303,Average,Complete,0.626,Review,0,0,0.884,Rejected
CUST004304,Good,Partial,0.689,Rejected,0,0,0.815,Rejected
CUST004305,Good,Complete,0.39,Review,0,0,0.831,Rejected
CUST004306,Good,Complete,0.419,Review,0,0,0.943,Rejected
CUST004307,Average,Complete,0.739,Rejected,0,0,0.909,Rejected
CUST004308,Good,Complete,0.572,Review,0,0,0.969,Rejected
CUST004309,Average,Complete,0.562,Review,0,0,0.916,Rejected
CUST004310,Good,Complete,0.501,Review,0,0,0.776,Rejected
CUST004311,Good,Complete,0.433,Review,0,0,0.881,Rejected
CUST004312,Good,Complete,0.512,Review,0,0,1.0,Rejected
CUST004313,Good,Complete,0.491,Review,0,0,0.759,Rejected
CUST004314,Good,Complete,0.411,Review,0,0,0.961,Rejected
CUST004315,Average,Partial,0.814,Rejected,0,0,0.883,Rejected
CUST004316,Good,Partial,0.758,Rejected,0,0,0.824,Rejected
CUST004317,Good,Complete,0.408,Review,0,0,0.914,Rejected
CUST004318,Poor,Complete,0.656,Rejected,0,0,0.918,Rejected
CUST004319,Good,Partial,0.788,Rejected,0,0,0.949,Rejected
CUST004320,Good,Complete,0.515,Review,0,0,0.968,Rejected
CUST004321,Good,Complete,0.867,Rejected,1,0,0.791,Rejected
CUST004322,Good,Partial,0.746,Rejected,0,0,0.945,Rejected
CUST004323,Good,Complete,0.596,Review,0,0,0.726,Rejected
CUST004324,Good,Complete,0.486,Review,0,0,0.907,Rejected
CUST004325,Good,Complete,0.318,Approved,0,0,0.878,Rejected
CUST004326,Average,Complete,0.717,Rejected,0,0,1.0,Rejected
CUST004327,Good,Partial,0.779,Rejected,0,0,0.905,Rejected
CUST004328,Good,Complete,0.574,Review,0,0,0.869,Rejected
CUST004329,Good,Complete,0.544,Review,0,0,0.944,Rejected
CUST004330,Good,Complete,0.562,Review,0,0,0.873,Rejected
CUST004331,Good,Partial,0.913,Rejected,0,1,0.898,Rejected
CUST004332,Average,Complete,0.609,Review,0,0,0.993,Rejected
CUST004333,Good,Pending,0.572,Review,0,0,0.849,Rejected
CUST004334,Good,Complete,0.561,Review,0,0,1.0,Rejected
CUST004335,Average,Complete,0.506,Review,0,0,0.863,Rejected
CUST004336,Good,Partial,0.686,Rejected,0,0,0.916,Rejected
CUST004337,Good,Complete,0.61,Review,0,0,0.877,Rejected
CUST004338,Good,Complete,0.574,Review,0,0,0.872,Rejected
CUST004339,Good,Complete,0.604,Review,0,0,0.902,Rejected
CUST004340,Average,Complete,0.502,Review,0,0,0.897,Rejected
CUST004341,Good,Complete,0.354,Review,0,0,0.989,Rejected
CUST004342,Average,Complete,0.467,Review,0,0,0.971,Rejected
CUST004343,Average,Complete,0.68,Rejected,0,0,1.0,Rejected
CUST004344,Average,Partial,0.86,Rejected,0,0,0.962,Rejected
CUST004345,Good,Partial,0.746,Rejected,0,0,0.826,Rejected
CUST004346,Good,Complete,0.339,Approved,0,0,0.869,Approved
CUST004347,Good,Partial,0.942,Rejected,1,0,0.889,Rejected
CUST004348,Good,Complete,0.396,Review,0,0,0.829,Rejected
CUST004349,Good,Complete,0.51,Review,0,0,0.858,Rejected
CUST004350,Average,Complete,0.593,Review,0,0,0.843,Rejected
CUST004351,Average,Complete,0.569,Review,0,0,0.89,Rejected
CUST004352,Good,Complete,0.248,Approved,0,0,0.992,Rejected
CUST004353,Good,Complete,0.477,Review,0,0,0.905,Rejected
CUST004354,Average,Complete,0.652,Rejected,0,0,0.898,Rejected
CUST004355,Good,Complete,0.591,Review,0,0,0.906,Rejected
CUST004356,Poor,Complete,0.701,Rejected,0,0,0.876,Rejected
CUST004357,Good,Partial,0.869,Rejected,0,0,0.748,Rejected
CUST004358,Good,Complete,0.569,Review,0,0,0.903,Rejected
CUST004359,Good,Complete,0.704,Rejected,0,0,0.892,Rejected
CUST004360,Good,Complete,0.531,Review,0,0,0.833,Rejected
CUST004361,Poor,Partial,0.888,Rejected,0,0,0.769,Rejected
CUST004362,Good,Complete,0.587,Review,0,0,0.869,Rejected
CUST004363,Average,Complete,0.651,Rejected,0,0,0.815,Rejected
CUST004364,Average,Pending,0.812,Rejected,0,0,0.833,Rejected
CUST004365,Good,Complete,0.356,Review,0,0,0.902,Rejected
CUST004366,Good,Complete,0.633,Review,0,0,0.93,Rejected
CUST004367,Good,Complete,0.499,Review,0,0,0.917,Rejected
CUST004368,Good,Complete,0.548,Review,0,0,0.908,Rejected
CUST004369,Good,Complete,0.488,Review,0,0,1.0,Rejected
CUST004370,Good,Complete,0.551,Review,0,0,0.792,Rejected
CUST004371,Good,Complete,0.49,Review,0,0,0.935,Rejected
CUST004372,Average,Complete,0.612,Review,0,0,0.88,Rejected
CUST004373,Average,Complete,0.897,Rejected,1,0,0.941,Rejected
CUST004374,Good,Complete,0.379,Review,0,0,0.873,Rejected
CUST004375,Good,Complete,0.454,Review,0,0,0.764,Rejected
CUST004376,Good,Complete,0.553,Review,0,0,0.789,Rejected
CUST004377,Good,Pending,0.87,Rejected,0,0,0.781,Rejected
CUST004378,Good,Complete,0.584,Review,0,0,0.836,Rejected
CUST004379,Good,Partial,0.726,Rejected,0,0,1.0,Rejected
CUST004380,Good,Partial,0.762,Rejected,0,0,0.854,Rejected
CUST004381,Good,Complete,0.636,Review,0,0,0.946,Rejected
CUST004382,Good,Complete,0.369,Review,0,0,0.952,Rejected
CUST004383,Good,Complete,0.533,Review,0,0,0.89,Rejected
CUST004384,Good,Complete,0.526,Review,0,0,0.882,Rejected
CUST004385,Average,Complete,0.642,Review,0,0,1.0,Rejected
CUST004386,Good,Complete,0.386,Review,0,0,0.856,Rejected
CUST004387,Good,Complete,0.582,Review,0,0,0.867,Rejected
CUST004388,Good,Complete,0.446,Review,0,0,0.824,Rejected
CUST004389,Good,Complete,0.522,Review,0,0,0.89,Rejected
CUST004390,Average,Partial,0.764,Rejected,0,0,0.92,Rejected
CUST004391,Good,Partial,0.781,Rejected,0,0,0.782,Rejected
CUST004392,Good,Complete,0.795,Rejected,1,0,0.903,Rejected
CUST004393,Average,Complete,0.708,Rejected,0,0,0.958,Rejected
CUST004394,Average,Complete,0.522,Review,0,0,0.9,Rejected
CUST004395,Good,Complete,0.515,Review,0,0,0.93,Rejected
CUST004396,Good,Partial,0.791,Rejected,0,0,0.96,Rejected
CUST004397,Average,Complete,0.632,Review,0,0,0.903,Rejected
CUST004398,Average,Complete,0.755,Rejected,0,0,0.846,Rejected
CUST004399,Good,Complete,0.428,Review,0,0,0.844,Rejected
CUST004400,Good,Complete,0.527,Review,0,0,0.824,Rejected
CUST004401,Good,Complete,0.533,Review,0,0,0.99,Rejected
CUST004402,Good,Complete,0.523,Review,0,0,0.953,Rejected
CUST004403,Poor,Complete,0.778,Rejected,0,0,0.755,Rejected
CUST004404,Good,Partial,0.769,Rejected,0,0,0.825,Rejected
CUST004405,Good,Complete,0.433,Review,0,0,0.786,Rejected
CUST004406,Average,Complete,0.675,Rejected,0,0,0.877,Rejected
CUST004407,Good,Complete,0.447,Review,0,0,0.806,Rejected
CUST004408,Good,Partial,0.843,Rejected,0,0,0.798,Rejected
CUST004409,Good,Complete,0.475,Review,0,0,0.899,Rejected
CUST004410,Good,Complete,0.474,Review,0,0,0.881,Rejected
CUST004411,Average,Pending,0.801,Rejected,0,0,0.755,Rejected
CUST004412,Good,Complete,0.44,Review,0,0,1.0,Rejected
CUST004413,Good,Complete,0.427,Review,0,0,0.766,Rejected
CUST004414,Poor,Complete,0.685,Rejected,0,0,0.913,Rejected
CUST004415,Average,Complete,0.598,Review,0,0,1.0,Rejected
CUST004416,Good,Complete,0.449,Review,0,0,0.849,Rejected
CUST004417,Good,Complete,0.597,Review,0,0,0.822,Rejected
CUST004418,Good,Complete,0.435,Review,0,0,1.0,Rejected
CUST004419,Poor,Complete,0.75,Rejected,0,0,0.927,Rejected
CUST004420,Average,Complete,0.661,Rejected,0,0,0.896,Rejected
CUST004421,Good,Complete,0.545,Review,0,0,0.895,Rejected
CUST004422,Good,Complete,0.355,Review,0,0,0.945,Rejected
CUST004423,Good,Pending,0.655,Rejected,0,0,0.863,Rejected
CUST004424,Good,Complete,0.482,Review,0,0,0.928,Rejected
CUST004425,Good,Complete,0.436,Review,0,0,0.986,Rejected
CUST004426,Good,Complete,0.622,Review,0,0,0.92,Rejected
CUST004427,Good,Complete,0.569,Review,0,0,0.784,Rejected
CUST004428,Good,Complete,0.586,Review,0,0,0.875,Rejected
CUST004429,Good,Complete,0.453,Review,0,0,1.0,Rejected
CUST004430,Good,Partial,0.778,Rejected,0,0,0.811,Rejected
CUST004431,Good,Complete,0.727,Rejected,0,0,0.719,Rejected
CUST004432,Good,Partial,0.911,Rejected,0,0,0.743,Rejected
CUST004433,Good,Complete,0.889,Rejected,1,0,0.863,Rejected
CUST004434,Average,Complete,0.629,Review,0,0,0.977,Rejected
CUST004435,Average,Complete,0.585,Review,0,0,0.999,Rejected
CUST004436,Good,Complete,0.566,Review,0,0,0.959,Rejected
CUST004437,Good,Complete,0.545,Review,0,0,0.845,Rejected
CUST004438,Average,Complete,0.644,Review,0,0,0.896,Rejected
CUST004439,Good,Complete,0.468,Review,0,0,0.908,Rejected
CUST004440,Average,Complete,0.549,Review,0,0,0.842,Rejected
CUST004441,Good,Complete,0.331,Approved,0,0,0.827,Rejected
CUST004442,Good,Complete,0.524,Review,0,0,0.963,Rejected
CUST004443,Good,Complete,0.46,Review,0,0,0.756,Rejected
CUST004444,Good,Complete,0.524,Review,0,0,0.872,Rejected
CUST004445,Good,Complete,0.439,Review,0,0,0.765,Rejected
CUST004446,Good,Complete,0.507,Review,0,0,0.851,Rejected
CUST004447,Good,Complete,0.548,Review,0,0,0.941,Rejected
CUST004448,Good,Partial,0.686,Rejected,0,0,0.942,Rejected
CUST004449,Good,Partial,0.69,Rejected,0,0,0.924,Rejected
CUST004450,Good,Complete,0.549,Review,0,0,0.924,Rejected
CUST004451,Average,Complete,0.721,Rejected,0,0,0.849,Rejected
CUST004452,Good,Complete,0.414,Review,0,0,0.859,Rejected
CUST004453,Average,Pending,0.821,Rejected,0,0,0.908,Rejected
CUST004454,Good,Partial,0.93,Rejected,0,1,0.783,Rejected
CUST004455,Good,Complete,0.497,Review,0,0,0.934,Rejected
CUST004456,Good,Complete,0.58,Review,0,0,1.0,Rejected
CUST004457,Good,Complete,0.481,Review,0,0,0.842,Rejected
CUST004458,Good,Complete,0.509,Review,0,0,0.851,Rejected
CUST004459,Good,Complete,0.541,Review,0,0,0.873,Rejected
CUST004460,Poor,Complete,0.867,Rejected,1,0,0.837,Rejected
CUST004461,Poor,Pending,0.898,Rejected,0,0,0.939,Rejected
CUST004462,Good,Complete,0.494,Review,0,0,0.904,Rejected
CUST004463,Good,Complete,0.551,Review,0,0,0.836,Rejected
CUST004464,Good,Complete,0.64,Review,0,0,0.896,Rejected
CUST004465,Good,Partial,0.713,Rejected,0,0,0.775,Rejected
CUST004466,Good,Complete,0.391,Review,0,0,0.911,Rejected
CUST004467,Good,Complete,0.352,Review,0,0,0.845,Rejected
CUST004468,Good,Complete,0.428,Review,0,0,0.77,Rejected
CUST004469,Good,Complete,0.587,Review,0,0,0.848,Rejected
CUST004470,Good,Complete,0.491,Review,0,0,0.824,Rejected
CUST004471,Good,Complete,0.445,Review,0,0,0.963,Rejected
CUST004472,Poor,Complete,0.663,Rejected,0,0,0.878,Rejected
CUST004473,Average,Pending,0.832,Rejected,0,0,0.755,Rejected
CUST004474,Good,Complete,0.368,Review,0,0,0.832,Rejected
CUST004475,Good,Complete,0.468,Review,0,0,0.886,Rejected
CUST004476,Average,Partial,0.876,Rejected,0,0,1.0,Rejected
CUST004477,Good,Complete,0.505,Review,0,0,0.948,Rejected
CUST004478,Good,Complete,0.551,Review,0,0,0.796,Rejected
CUST004479,Good,Partial,0.787,Rejected,0,0,0.858,Rejected
CUST004480,Average,Complete,0.917,Rejected,1,0,0.874,Rejected
CUST004481,Good,Complete,0.392,Review,0,0,0.806,Rejected
CUST004482,Good,Complete,0.534,Review,0,0,0.855,Rejected
CUST004483,Good,Complete,0.535,Review,0,0,1.0,Rejected
CUST004484,Good,Complete,0.537,Review,0,0,1.0,Rejected
CUST004485,Average,Complete,0.621,Review,0,0,0.953,Rejected
CUST004486,Average,Complete,0.703,Rejected,0,0,0.76,Rejected
CUST004487,Good,Complete,0.522,Review,0,0,0.803,Rejected
CUST004488,Good,Pending,0.945,Rejected,1,0,0.789,Rejected
CUST004489,Good,Complete,0.403,Review,0,0,0.962,Rejected
CUST004490,Average,Partial,0.809,Rejected,0,0,0.879,Rejected
CUST004491,Average,Complete,0.653,Rejected,0,0,0.875,Rejected
CUST004492,Average,Complete,0.649,Review,0,0,0.901,Rejected
CUST004493,Good,Complete,0.431,Review,0,0,1.0,Rejected
CUST004494,Good,Complete,0.478,Review,0,0,0.885,Rejected
CUST004495,Good,Complete,0.507,Review,0,0,0.795,Rejected
CUST004496,Good,Partial,0.791,Rejected,0,0,1.0,Rejected
CUST004497,Good,Complete,0.466,Review,0,0,0.947,Rejected
CUST004498,Good,Complete,0.547,Review,0,0,0.996,Rejected
CUST004499,Good,Partial,0.812,Rejected,0,0,0.903,Rejected
CUST004500,Average,Complete,0.652,Rejected,0,0,0.995,Rejected
CUST004501,Good,Pending,0.811,Rejected,0,0,0.883,Rejected
CUST004502,Average,Complete,0.662,Rejected,0,0,0.836,Rejected
CUST004503,Average,Complete,0.835,Rejected,0,0,0.677,Rejected
CUST004504,Good,Complete,0.4,Review,0,0,0.891,Rejected
CUST004505,Good,Partial,0.811,Rejected,0,0,0.963,Rejected
CUST004506,Good,Partial,0.789,Rejected,0,0,0.916,Rejected
CUST004507,Good,Complete,0.613,Review,0,0,1.0,Rejected
CUST004508,Good,Complete,0.499,Review,0,0,0.838,Rejected
CUST004509,Good,Complete,0.499,Review,0,0,0.98,Rejected
CUST004510,Good,Complete,0.461,Review,0,0,0.914,Rejected
CUST004511,Good,Complete,0.632,Review,0,0,0.862,Rejected
CUST004512,Good,Complete,0.49,Review,0,0,0.901,Rejected
CUST004513,Average,Complete,0.427,Review,0,0,0.899,Rejected
CUST004514,Good,Partial,0.756,Rejected,0,0,0.899,Rejected
CUST004515,Average,Complete,0.543,Review,0,0,0.828,Rejected
CUST004516,Good,Complete,0.481,Review,0,0,0.868,Rejected
CUST004517,Good,Complete,0.443,Review,0,0,0.994,Rejected
CUST004518,Good,Complete,0.517,Review,0,0,0.801,Rejected
CUST004519,Average,Partial,0.883,Rejected,0,0,0.937,Rejected
CUST004520,Good,Complete,0.505,Review,0,0,0.9,Rejected
CUST004521,Good,Complete,0.527,Review,0,0,0.904,Rejected
CUST004522,Good,Complete,0.438,Review,0,0,0.814,Rejected
CUST004523,Good,Complete,0.573,Review,0,0,0.862,Rejected
CUST004524,Good,Complete,0.423,Review,0,0,1.0,Rejected
CUST004525,Good,Complete,0.522,Review,0,0,0.918,Rejected
CUST004526,Poor,Complete,0.741,Rejected,0,0,0.884,Rejected
CUST004527,Good,Complete,0.579,Review,0,0,0.942,Rejected
CUST004528,Good,Complete,0.485,Review,0,0,0.874,Rejected
CUST004529,Good,Complete,0.557,Review,0,0,0.788,Rejected
CUST004530,Good,Partial,0.794,Rejected,0,0,0.854,Rejected
CUST004531,Good,Complete,0.565,Review,0,0,0.855,Rejected
CUST004532,Good,Complete,0.56,Review,0,0,0.902,Rejected
CUST004533,Good,Complete,0.463,Review,0,0,1.0,Rejected
CUST004534,Average,Complete,0.619,Review,0,0,0.865,Rejected
CUST004535,Average,Complete,0.75,Rejected,0,0,0.921,Rejected
CUST004536,Good,Complete,0.442,Review,0,0,1.0,Rejected
CUST004537,Good,Complete,0.474,Review,0,0,0.873,Rejected
CUST004538,Average,Complete,0.734,Rejected,0,0,0.918,Rejected
CUST004539,Good,Complete,0.473,Review,0,0,0.772,Rejected
CUST004540,Good,Complete,0.537,Review,0,0,0.981,Rejected
CUST004541,Good,Complete,0.469,Review,0,0,1.0,Rejected
CUST004542,Good,Complete,0.461,Review,0,0,1.0,Rejected
CUST004543,Poor,Complete,0.62,Review,0,0,0.996,Rejected
CUST004544,Good,Complete,0.483,Review,0,0,0.932,Rejected
CUST004545,Good,Complete,0.766,Rejected,0,0,0.712,Rejected
CUST004546,Good,Partial,0.759,Rejected,0,0,0.945,Rejected
CUST004547,Good,Complete,0.456,Review,0,0,0.808,Rejected
CUST004548,Average,Complete,0.702,Rejected,0,0,0.791,Rejected
CUST004549,Good,Complete,0.384,Review,0,0,0.909,Rejected
CUST004550,Good,Partial,0.669,Rejected,0,0,0.854,Rejected
CUST004551,Good,Partial,0.968,Rejected,1,0,0.827,Rejected
CUST004552,Average,Partial,0.888,Rejected,0,0,0.85,Rejected
CUST004553,Good,Complete,0.613,Review,0,0,0.944,Rejected
CUST004554,Poor,Complete,0.559,Review,0,0,0.959,Rejected
CUST004555,Good,Complete,0.752,Rejected,0,1,0.943,Rejected
CUST004556,Good,Complete,0.393,Review,0,0,0.753,Rejected
CUST004557,Good,Complete,0.479,Review,0,0,0.859,Rejected
CUST004558,Poor,Complete,0.715,Rejected,0,0,0.881,Rejected
CUST004559,Good,Partial,0.767,Rejected,0,0,0.877,Rejected
CUST004560,Average,Complete,0.665,Rejected,0,0,0.803,Rejected
CUST004561,Good,Complete,0.474,Review,0,0,0.868,Rejected
CUST004562,Good,Complete,0.61,Review,0,0,0.893,Rejected
CUST004563,Good,Complete,0.504,Review,0,0,0.807,Rejected
CUST004564,Average,Complete,0.634,Review,0,0,0.922,Rejected
CUST004565,Good,Complete,0.647,Review,0,0,0.926,Rejected
CUST004566,Good,Complete,0.549,Review,0,0,0.797,Rejected
CUST004567,Good,Complete,0.523,Review,0,0,0.838,Rejected
CUST004568,Good,Pending,0.773,Rejected,0,0,0.897,Rejected
CUST004569,Average,Complete,0.601,Review,0,0,0.854,Rejected
CUST004570,Good,Complete,0.443,Review,0,0,0.842,Rejected
CUST004571,Average,Complete,0.699,Rejected,0,0,0.938,Rejected
CUST004572,Good,Complete,0.524,Review,0,0,0.839,Rejected
CUST004573,Good,Partial,0.863,Rejected,0,0,0.738,Rejected
CUST004574,Good,Complete,0.568,Review,0,0,0.841,Rejected
CUST004575,Good,Complete,0.871,Rejected,1,0,0.936,Rejected
CUST004576,Good,Complete,0.483,Review,0,0,0.785,Rejected
CUST004577,Good,Complete,0.546,Review,0,0,0.931,Rejected
CUST004578,Average,Complete,0.485,Review,0,0,0.895,Rejected
CUST004579,Good,Pending,0.716,Rejected,0,0,0.776,Rejected
CUST004580,Good,Complete,0.472,Review,0,0,0.878,Rejected
CUST004581,Poor,Partial,0.91,Rejected,0,0,0.825,Rejected
CUST004582,Good,Complete,0.519,Review,0,0,0.906,Rejected
CUST004583,Good,Complete,0.465,Review,0,0,0.833,Rejected
CUST004584,Good,Complete,0.413,Review,0,0,0.935,Rejected
CUST004585,Average,Complete,0.525,Review,0,0,0.873,Rejected
CUST004586,Good,Partial,0.747,Rejected,0,0,0.94,Rejected
CUST004587,Good,Complete,0.51,Review,0,0,0.852,Rejected
CUST004588,Good,Complete,0.486,Review,0,0,0.947,Rejected
CUST004589,Good,Complete,0.57,Review,0,0,0.815,Rejected
CUST004590,Good,Complete,0.526,Review,0,0,0.898,Rejected
CUST004591,Good,Complete,0.575,Review,0,0,0.85,Rejected
CUST004592,Good,Complete,0.504,Review,0,0,0.967,Rejected
CUST004593,Average,Complete,0.569,Review,0,0,0.959,Rejected
CUST004594,Good,Complete,0.525,Review,0,0,0.827,Rejected
CUST004595,Average,Complete,0.61,Review,0,0,0.965,Rejected
CUST004596,Good,Complete,0.483,Review,0,0,0.79,Rejected
CUST004597,Good,Complete,0.494,Review,0,0,0.989,Rejected
CUST004598,Average,Complete,0.558,Review,0,0,0.965,Rejected
CUST004599,Good,Complete,0.457,Review,0,0,0.839,Rejected
CUST004600,Good,Complete,0.371,Review,0,0,0.841,Rejected
CUST004601,Good,Complete,0.465,Review,0,0,0.94,Rejected
CUST004602,Good,Complete,0.554,Review,0,0,0.976,Rejected
CUST004603,Good,Complete,0.786,Rejected,1,0,0.844,Rejected
CUST004604,Average,Complete,0.512,Review,0,0,0.885,Rejected
CUST004605,Good,Complete,0.516,Review,0,0,0.988,Rejected
CUST004606,Good,Partial,0.788,Rejected,0,0,0.926,Rejected
CUST004607,Poor,Partial,0.894,Rejected,0,0,0.864,Rejected
CUST004608,Good,Complete,0.569,Review,0,0,0.952,Rejected
CUST004609,Good,Complete,0.461,Review,0,0,0.836,Rejected
CUST004610,Good,Complete,0.601,Review,0,0,1.0,Rejected
CUST004611,Average,Complete,0.724,Rejected,0,0,0.93,Rejected
CUST004612,Average,Complete,0.611,Review,0,0,0.901,Rejected
CUST004613,Good,Partial,0.728,Rejected,0,0,1.0,Rejected
CUST004614,Good,Complete,0.508,Review,0,0,0.751,Rejected
CUST004615,Good,Complete,0.906,Rejected,1,0,0.873,Rejected
CUST004616,Good,Complete,0.524,Review,0,0,0.816,Rejected
CUST004617,Good,Complete,0.714,Rejected,0,0,0.66,Rejected
CUST004618,Good,Complete,0.533,Review,0,0,0.945,Rejected
CUST004619,Good,Complete,0.525,Review,0,0,0.891,Rejected
CUST004620,Poor,Complete,0.728,Rejected,0,0,0.853,Rejected
CUST004621,Average,Complete,0.655,Rejected,0,0,0.895,Rejected
CUST004622,Average,Complete,0.672,Rejected,0,0,0.891,Rejected
CUST004623,Good,Complete,0.547,Review,0,0,0.861,Rejected
CUST004624,Poor,Complete,0.65,Rejected,0,0,0.926,Rejected
CUST004625,Poor,Complete,0.646,Review,0,0,0.93,Rejected
