customer_id,age,gender,marital_status,education,employment_type,region,city_tier,residency_type,annual_income,monthly_income,monthly_expenses,savings_balance,existing_debt,loan_amount,tenure_months,interest_rate,credit_history_years,num_active_accounts,num_open_loans,credit_utilization,delinquency_30,delinquency_60,delinquency_90,recent_inquiries,repayment_ratio,avg_balance,txn_count_month,cashflow_stability,salary_credit_flag,overdraft_usage,collateral_flag,collateral_value,kyc_doc_quality,kyc_completion,kyc_risk_score,kyc_status,bureau_score,credit_score_band,dti,affordability_ratio,default_probability,risk_band,approval_status,loan_status,default
CUST001132,51,Male,Single,Bachelor,Self-employed,West,Tier1,Rent,53864.0,4488.67,3374.64,13514.65,25183.58,20410.37,55,11.81,29,3,0,0.266,1,1,0,2,1.325,10857.31,24,0.733,1,0,1,35403.0,Good,Complete,0.547,Review,850.0,Excellent,0.846,0.248,0.86,Critical,Rejected,Defaulted,1
CUST001133,56,Male,Married,PhD,Self-employed,West,Tier2,Rent,69045.0,5753.75,3904.24,12693.63,39273.78,14573.2,18,11.5,9,10,2,0.07,1,0,0,5,1.469,9657.4,38,0.58,1,0,1,19197.0,Good,Complete,0.49,Review,727.0,Good,0.78,0.321,0.15,Low,Rejected,Performing,0
CUST001134,55,Female,Married,Bachelor,Salaried,West,Tier2,Rent,55302.0,4608.5,3414.8,6893.9,35000.97,19783.4,27,11.0,2,3,4,0.152,1,0,0,5,1.345,5042.03,148,0.772,0,1,0,0.0,Average,Complete,0.497,Review,713.0,Good,0.991,0.259,0.676,High,Rejected,At Risk,0
CUST001135,48,Female,Married,High School,Contract,South,Tier1,Own,108013.0,9001.08,5026.4,10554.11,27419.02,37384.53,72,12.71,29,7,1,0.388,1,0,0,0,1.786,11846.85,45,0.78,0,0,1,37588.0,Good,Complete,0.731,Rejected,850.0,Excellent,0.6,0.442,0.492,Medium,Rejected,At Risk,0
CUST001136,23,Female,Single,PhD,Salaried,South,Tier3,Rent,92482.0,7706.83,6200.81,13311.24,36725.99,73403.89,58,10.9,8,5,1,0.258,0,0,0,2,1.241,16085.17,141,0.964,0,0,0,0.0,Good,Partial,0.822,Rejected,827.0,Excellent,1.191,0.195,0.596,High,Rejected,At Risk,0
CUST001137,53,Female,Single,Bachelor,Student,East,Tier1,Rent,76669.0,6389.08,4339.76,6452.77,29486.95,27909.32,43,9.7,6,4,1,0.263,2,0,0,2,1.469,7113.82,108,0.778,0,0,0,0.0,Good,Complete,0.443,Review,782.0,Very Good,0.749,0.321,0.514,High,Rejected,At Risk,0
CUST001138,37,Female,Divorced,Bachelor,Contract,West,Tier2,Own,111739.0,9311.58,4769.61,8889.02,49998.71,47431.47,28,9.78,5,8,4,0.356,0,0,0,2,1.948,12657.57,122,0.99,1,0,0,0.0,Poor,Complete,0.802,Rejected,751.0,Very Good,0.872,0.488,0.228,Low,Rejected,Performing,0
CUST001139,54,Male,Single,Associate,Self-employed,North,Tier1,Own,76797.0,6399.75,4168.03,21383.03,20278.15,49064.56,65,13.26,15,11,0,0.255,0,0,0,1,1.531,13055.2,101,0.755,1,0,1,88886.0,Good,Complete,0.586,Review,850.0,Excellent,0.903,0.349,0.038,Low,Rejected,Performing,0
CUST001140,45,Male,Married,Master,Self-employed,South,Tier1,Family,64032.0,5336.0,2847.52,19362.73,27126.73,13695.83,38,12.9,3,5,3,0.155,0,0,0,1,1.865,13448.98,14,0.673,1,1,0,0.0,Good,Complete,0.48,Review,740.0,Very Good,0.638,0.466,0.054,Low,Rejected,Performing,0
CUST001141,60,Male,Single,Bachelor,Salaried,North,Tier2,Family,59823.0,4985.25,3283.12,8135.0,18577.34,46617.38,70,10.47,13,11,4,0.04,1,0,0,0,1.514,5494.02,145,0.716,1,0,0,0.0,Poor,Partial,0.902,Rejected,834.0,Excellent,1.09,0.341,0.605,High,Rejected,At Risk,0
CUST001142,36,Male,Single,PhD,Salaried,North,Tier3,Own,65786.0,5482.17,2790.15,10068.75,21408.69,56554.43,56,7.6,19,4,0,0.323,1,0,0,2,1.959,11666.06,20,0.68,0,0,0,0.0,Good,Complete,0.494,Review,850.0,Excellent,1.185,0.491,0.846,Critical,Rejected,Defaulted,1
CUST001143,62,Female,Single,Bachelor,Unemployed,South,Tier3,Rent,120416.0,10034.67,4779.8,24281.68,21074.59,40466.91,55,5.18,21,5,0,0.173,0,0,0,0,2.097,29084.45,19,0.464,0,0,1,46082.0,Good,Complete,0.549,Review,850.0,Excellent,0.511,0.524,0.123,Low,Rejected,Performing,0
CUST001144,59,Male,Single,High School,Unemployed,East,Tier1,Own,69239.0,5769.92,4330.34,12913.05,5083.65,55672.0,12,12.86,28,5,1,0.092,1,0,0,1,1.328,14421.05,48,0.336,1,1,0,0.0,Good,Complete,0.46,Review,850.0,Excellent,0.877,0.249,0.825,Critical,Rejected,At Risk,0
CUST001145,35,Male,Married,Master,Salaried,East,Tier3,Rent,33473.0,2789.42,1396.36,7466.03,20864.38,12679.32,47,7.38,26,3,0,0.05,0,0,0,2,1.987,7556.95,99,0.76,0,0,0,0.0,Good,Partial,0.858,Rejected,850.0,Excellent,1.002,0.499,0.485,Medium,Rejected,At Risk,0
CUST001146,42,Female,Single,High School,Unemployed,South,Tier3,Rent,44447.0,3703.92,2326.44,8060.44,26010.28,13055.87,17,7.44,0,10,4,0.405,1,0,0,3,1.587,9163.96,121,0.716,1,0,1,15996.0,Good,Complete,0.348,Approved,686.0,Good,0.879,0.372,0.715,High,Rejected,At Risk,0
CUST001147,44,Male,Married,Associate,Salaried,South,Tier2,Family,93508.0,7792.33,5433.19,12142.66,9976.93,35291.85,45,9.07,1,12,1,0.812,0,0,0,1,1.432,10610.26,127,0.847,0,0,1,30511.0,Good,Complete,0.452,Review,701.0,Good,0.484,0.303,0.455,Medium,Rejected,At Risk,0
CUST001148,55,Male,Single,Master,Contract,West,Tier2,Own,43307.0,3608.92,2835.42,8957.32,27446.12,20127.93,45,5.0,0,1,2,0.577,0,0,0,0,1.271,6782.48,117,0.77,1,0,0,0.0,Good,Partial,0.685,Rejected,749.0,Very Good,1.099,0.214,0.417,Medium,Rejected,Performing,0
CUST001149,52,Male,Married,PhD,Unemployed,West,Tier2,Own,66663.0,5555.25,4132.97,9910.89,13508.85,20347.82,38,9.13,6,4,1,0.458,0,0,0,1,1.341,8684.07,31,0.722,1,0,0,0.0,Good,Complete,0.699,Rejected,804.0,Excellent,0.508,0.256,0.142,Low,Rejected,Performing,0
CUST001150,59,Female,Married,Master,Salaried,West,Tier1,Rent,78801.0,6566.75,3535.73,22911.16,30198.28,21298.83,6,12.59,27,10,2,0.362,0,0,0,3,1.851,28091.05,144,0.705,0,0,1,44542.0,Good,Complete,0.456,Review,850.0,Excellent,0.654,0.462,0.481,Medium,Rejected,At Risk,0
CUST001151,37,Male,Single,Associate,Salaried,East,Tier3,Rent,65700.0,5475.0,4626.65,6186.98,22301.29,31729.64,26,11.37,18,7,2,0.309,0,0,0,1,1.18,6666.29,93,0.687,1,0,1,58272.0,Good,Complete,0.587,Review,850.0,Excellent,0.822,0.155,0.021,Low,Rejected,Performing,0
CUST001152,43,Male,Single,Bachelor,Salaried,East,Tier1,Rent,57133.0,4761.08,3476.49,10914.77,25174.87,38144.01,50,11.16,29,11,4,0.128,0,1,0,1,1.365,12675.96,83,0.86,1,0,1,46530.0,Good,Complete,0.417,Review,850.0,Excellent,1.108,0.27,0.536,High,Rejected,At Risk,0
CUST001153,40,Male,Single,Bachelor,Self-employed,North,Tier2,Family,39724.0,3310.33,2249.44,11329.78,23483.84,12317.14,9,8.72,9,12,1,0.351,1,0,0,0,1.466,16154.58,40,0.656,1,0,0,0.0,Average,Complete,0.614,Review,800.0,Excellent,0.901,0.32,0.035,Low,Rejected,Performing,0
CUST001154,61,Female,Single,Bachelor,Self-employed,West,Tier3,Own,82073.0,6839.42,5024.42,3137.26,13992.99,36898.01,64,12.77,22,12,4,0.12,0,0,0,0,1.358,3582.17,17,0.857,1,0,0,0.0,Good,Partial,0.838,Rejected,850.0,Excellent,0.62,0.265,0.366,Medium,Rejected,Performing,0
CUST001155,34,Male,Single,Bachelor,Self-employed,West,Tier2,Own,37906.0,3158.83,2637.56,12219.06,12050.61,29962.36,76,12.06,7,10,0,0.297,0,0,0,0,1.192,8529.51,123,0.515,1,0,0,0.0,Poor,Pending,0.879,Rejected,807.0,Excellent,1.108,0.165,0.226,Low,Rejected,Performing,0
CUST001156,47,Male,Single,Bachelor,Unemployed,South,Tier2,Family,73902.0,6158.5,3228.76,7499.04,29945.19,13724.83,11,5.58,9,2,2,0.155,0,0,0,1,1.904,4573.26,19,0.918,0,1,1,12694.0,Good,Complete,0.541,Review,782.0,Very Good,0.591,0.476,0.17,Low,Rejected,Performing,0
CUST001157,26,Female,Single,Associate,Salaried,South,Tier2,Rent,24236.0,2019.67,968.42,8274.25,15094.36,20640.48,55,11.76,22,4,3,0.228,0,0,0,1,2.061,11581.45,130,0.703,0,0,1,22324.0,Good,Complete,0.503,Review,850.0,Excellent,1.474,0.521,0.227,Low,Rejected,Performing,0
CUST001158,59,Female,Married,Bachelor,Student,North,Tier3,Rent,42287.0,3523.92,2725.84,1639.48,6367.37,24582.77,48,5.0,16,1,1,0.145,0,0,0,2,1.29,2383.85,34,0.77,1,0,1,22638.0,Average,Complete,0.61,Review,850.0,Excellent,0.732,0.226,0.553,High,Rejected,At Risk,0
CUST001159,38,Male,Married,High School,Salaried,West,Tier2,Own,61636.0,5136.33,3028.69,10185.54,19493.32,5249.83,40,8.89,12,6,3,0.085,0,0,0,4,1.691,13507.04,21,0.753,1,0,0,0.0,Good,Pending,0.788,Rejected,810.0,Excellent,0.401,0.41,0.045,Low,Rejected,Performing,0
CUST001160,36,Male,Single,Master,Unemployed,East,Tier1,Own,57193.0,4766.08,2311.52,11208.95,9427.72,30143.68,66,11.82,4,10,0,0.124,3,1,0,0,2.051,5754.77,117,0.837,1,1,1,70662.0,Good,Complete,0.572,Review,688.0,Good,0.692,0.515,0.879,Critical,Rejected,Defaulted,1
CUST001161,47,Male,Married,Master,Contract,South,Tier3,Family,83501.0,6958.42,3999.15,9601.21,38807.72,54289.81,16,12.55,18,12,3,0.141,0,0,0,4,1.735,10850.88,141,0.99,1,0,0,0.0,Good,Partial,0.92,Rejected,850.0,Excellent,1.115,0.425,0.85,Critical,Rejected,Defaulted,1
CUST001162,43,Female,Single,Associate,Contract,West,Tier1,Rent,25941.0,2161.75,1542.8,7712.57,5014.15,11851.79,42,6.19,26,7,2,0.438,0,0,0,1,1.396,7362.4,62,0.895,1,0,1,19803.0,Good,Complete,0.576,Review,850.0,Excellent,0.65,0.286,0.432,Medium,Rejected,Performing,0
CUST001163,59,Male,Divorced,Master,Unemployed,North,Tier1,Rent,42163.0,3513.58,1739.18,2725.79,16124.09,13256.8,15,8.51,4,11,4,0.382,2,1,0,5,2.01,3919.04,77,0.923,1,0,1,28479.0,Good,Complete,0.552,Review,631.0,Fair,0.697,0.505,0.846,Critical,Rejected,Defaulted,1
CUST001164,44,Female,Single,Master,Salaried,East,Tier2,Rent,37421.0,3118.42,1669.59,2813.02,6832.77,27764.56,69,13.33,10,4,4,0.487,1,0,0,0,1.853,2356.06,104,0.84,1,1,0,0.0,Good,Complete,0.538,Review,765.0,Very Good,0.925,0.465,0.072,Low,Rejected,Performing,0
CUST001165,44,Female,Single,Master,Self-employed,North,Tier1,Own,96094.0,8007.83,5402.05,4171.69,48388.7,77083.64,21,11.91,7,3,3,0.392,1,0,0,0,1.479,4900.39,135,0.422,0,0,0,0.0,Good,Complete,0.448,Review,800.0,Excellent,1.306,0.325,0.69,High,Rejected,At Risk,0
CUST001166,25,Female,Married,Master,Salaried,East,Tier1,Family,40262.0,3355.17,2339.69,3538.62,17160.74,35088.86,40,11.95,20,12,3,0.496,0,0,0,1,1.427,2683.76,143,0.69,0,0,0,0.0,Good,Complete,0.379,Review,850.0,Excellent,1.298,0.303,0.916,Critical,Rejected,Defaulted,1
CUST001167,21,Male,Single,Associate,Salaried,North,Tier2,Own,54821.0,4568.42,3610.92,12708.42,8852.3,10590.22,67,16.65,4,3,1,0.468,0,0,0,2,1.259,13535.06,16,0.893,1,0,1,23329.0,Good,Partial,0.789,Rejected,761.0,Very Good,0.355,0.21,0.255,Medium,Rejected,Performing,0
CUST001168,38,Female,Single,Master,Self-employed,West,Tier3,Family,65174.0,5431.17,2942.81,5998.95,40108.01,53999.14,54,8.52,22,12,0,0.894,0,0,0,3,1.84,7574.01,116,0.483,0,0,0,0.0,Average,Complete,0.625,Review,850.0,Excellent,1.444,0.458,0.867,Critical,Rejected,Defaulted,1
CUST001169,65,Female,Married,High School,Self-employed,South,Tier1,Own,45947.0,3828.92,2938.82,3245.56,24809.78,22249.28,76,13.69,25,12,0,0.453,1,0,0,1,1.297,1937.97,13,0.592,0,0,0,0.0,Average,Complete,0.641,Review,843.0,Excellent,1.024,0.232,0.858,Critical,Rejected,Defaulted,1
CUST001170,62,Female,Married,PhD,Contract,West,Tier3,Family,75586.0,6298.83,4403.56,2844.99,46150.77,11121.2,49,9.58,16,2,0,0.294,0,0,0,1,1.427,1595.31,98,0.766,0,0,1,19163.0,Good,Complete,0.407,Review,824.0,Excellent,0.758,0.301,0.073,Low,Rejected,Performing,0
CUST001171,49,Male,Married,Bachelor,Self-employed,North,Tier2,Own,45521.0,3793.42,2921.93,5164.21,18021.61,14832.48,25,10.2,21,7,4,0.109,0,0,0,1,1.294,7326.08,90,0.553,1,0,0,0.0,Good,Complete,0.483,Review,850.0,Excellent,0.722,0.23,0.5,High,Rejected,At Risk,0
CUST001172,49,Female,Single,Bachelor,Salaried,East,Tier3,Own,26637.0,2219.75,1337.77,3283.16,17313.59,13018.9,67,12.8,1,12,0,0.493,0,0,0,1,1.644,3866.38,72,0.697,1,1,1,28146.0,Good,Partial,0.927,Rejected,731.0,Good,1.139,0.397,0.696,High,Rejected,At Risk,0
CUST001173,38,Female,Single,Associate,Salaried,North,Tier2,Own,38542.0,3211.83,1934.11,11513.63,4736.21,15083.26,59,11.9,16,4,3,0.367,0,0,0,1,1.65,8541.08,23,0.644,0,0,0,0.0,Good,Complete,0.396,Review,817.0,Excellent,0.514,0.398,0.085,Low,Rejected,Performing,0
CUST001174,28,Female,Single,High School,Unemployed,West,Tier2,Own,25992.0,2166.0,1832.4,1472.74,619.33,4103.02,11,7.5,6,12,4,0.052,1,0,0,3,1.177,757.4,40,0.99,1,0,0,0.0,Good,Complete,0.556,Review,670.0,Good,0.182,0.154,0.622,High,Rejected,At Risk,0
CUST001175,21,Female,Married,High School,Contract,North,Tier1,Rent,63820.0,5318.33,4288.0,18533.65,32538.73,49828.15,72,8.83,11,8,1,0.352,0,0,0,0,1.238,21187.69,29,0.541,1,1,0,0.0,Good,Complete,0.494,Review,798.0,Very Good,1.291,0.194,0.267,Medium,Rejected,Performing,0
CUST001176,36,Female,Single,High School,Salaried,South,Tier2,Rent,56467.0,4705.58,3305.6,8932.42,21459.0,24235.51,50,10.27,3,2,0,0.478,0,0,0,1,1.419,7744.77,23,0.73,0,0,1,30614.0,Average,Complete,0.692,Rejected,772.0,Very Good,0.809,0.298,0.593,High,Rejected,At Risk,0
CUST001177,35,Male,Married,Bachelor,Salaried,West,Tier3,Own,52823.0,4401.92,2075.09,7534.43,10396.42,35754.08,9,9.68,14,5,0,0.289,1,0,0,2,2.111,5456.8,145,0.669,1,0,1,34563.0,Good,Complete,0.427,Review,837.0,Excellent,0.874,0.529,0.575,High,Rejected,At Risk,0
CUST001178,29,Female,Divorced,Associate,Contract,East,Tier2,Own,75476.0,6289.67,3023.26,15188.7,2092.47,64198.1,76,14.55,30,6,3,0.319,0,0,1,0,2.07,12264.82,146,0.793,0,0,0,0.0,Good,Complete,0.529,Review,850.0,Excellent,0.878,0.519,0.677,High,Rejected,At Risk,0
CUST001179,32,Female,Divorced,Master,Salaried,South,Tier2,Own,77713.0,6476.08,5383.67,24558.82,8980.44,7775.19,76,14.6,0,2,2,0.665,2,0,0,2,1.2,24986.98,10,0.606,1,0,1,8598.0,Poor,Complete,0.773,Rejected,685.0,Good,0.216,0.169,0.628,High,Rejected,At Risk,0
CUST001180,22,Female,Single,Master,Unemployed,West,Tier2,Family,38098.0,3174.83,1848.29,12312.86,2717.45,24040.35,59,9.72,4,7,3,0.287,0,0,0,0,1.709,8960.13,63,0.43,1,0,0,0.0,Good,Complete,0.526,Review,796.0,Very Good,0.702,0.418,0.118,Low,Rejected,Performing,0
CUST001181,48,Male,Married,Bachelor,Salaried,North,Tier1,Rent,68965.0,5747.08,3982.65,21402.56,37605.83,59767.59,54,15.91,28,9,4,0.178,0,0,0,1,1.437,16352.1,77,0.697,0,0,1,57001.0,Good,Complete,0.549,Review,850.0,Excellent,1.412,0.307,0.852,Critical,Rejected,Defaulted,1
CUST001182,62,Male,Married,Master,Self-employed,South,Tier1,Rent,36958.0,3079.83,1549.11,9470.48,4618.73,27095.84,71,7.95,16,4,0,0.199,0,0,0,2,1.978,11982.62,85,0.668,1,0,1,50946.0,Good,Complete,0.463,Review,813.0,Excellent,0.858,0.497,0.215,Low,Rejected,Performing,0
CUST001183,52,Female,Married,Bachelor,Salaried,West,Tier3,Own,28932.0,2411.0,1412.16,6031.01,13817.82,6324.11,63,5.0,25,10,2,0.112,1,0,0,1,1.701,6188.65,49,0.759,1,0,0,0.0,Average,Complete,0.62,Review,850.0,Excellent,0.696,0.414,0.573,High,Rejected,At Risk,0
CUST001184,41,Female,Divorced,Master,Salaried,West,Tier3,Family,101398.0,8449.83,6792.58,26169.49,5785.06,9376.98,61,12.38,28,2,4,0.309,0,0,0,2,1.242,28221.27,54,0.767,1,0,0,0.0,Good,Complete,0.598,Review,850.0,Excellent,0.15,0.196,0.059,Low,Rejected,Performing,0
CUST001185,39,Male,Married,Bachelor,Salaried,East,Tier3,Own,56287.0,4690.58,2410.29,3491.11,35613.76,26976.51,76,10.14,30,7,4,0.389,0,0,0,1,1.938,3798.83,139,0.739,1,1,0,0.0,Average,Partial,0.854,Rejected,850.0,Excellent,1.112,0.486,0.831,Critical,Rejected,Defaulted,1
CUST001186,34,Male,Married,Bachelor,Self-employed,East,Tier3,Own,74957.0,6246.42,3234.33,3397.55,45484.5,65277.72,57,8.4,22,5,2,0.386,0,0,0,0,1.926,2566.76,148,0.694,0,0,1,158246.0,Good,Complete,0.458,Review,850.0,Excellent,1.478,0.482,0.881,Critical,Rejected,Defaulted,1
CUST001187,27,Female,Single,Associate,Contract,North,Tier3,Rent,34653.0,2887.75,2268.31,5363.56,3290.59,19256.09,28,6.98,1,1,2,0.417,0,0,0,0,1.269,3998.47,13,0.425,0,1,0,0.0,Good,Complete,0.503,Review,744.0,Very Good,0.651,0.215,0.66,High,Rejected,At Risk,0
CUST001188,47,Female,Married,Master,Salaried,South,Tier1,Own,70114.0,5842.83,2816.29,9518.44,38372.21,18628.5,17,11.28,11,7,0,0.426,0,0,0,1,2.066,13334.76,123,0.862,1,1,0,0.0,Good,Partial,0.711,Rejected,810.0,Excellent,0.813,0.518,0.06,Low,Rejected,Performing,0
CUST001189,46,Male,Married,Master,Contract,East,Tier2,Rent,53633.0,4469.42,3713.04,13083.32,23795.34,5071.37,35,13.52,1,12,3,0.214,0,0,0,1,1.199,16584.77,138,0.633,1,0,0,0.0,Good,Partial,0.739,Rejected,778.0,Very Good,0.538,0.169,0.045,Low,Rejected,Performing,0
CUST001190,21,Male,Married,High School,Salaried,East,Tier2,Family,58072.0,4839.33,3553.49,13728.24,33819.96,42401.33,61,5.57,0,3,2,0.247,0,0,0,1,1.36,16286.08,51,0.515,1,1,0,0.0,Good,Complete,0.45,Review,709.0,Good,1.313,0.266,0.583,High,Rejected,At Risk,0
CUST001191,39,Male,Married,High School,Unemployed,West,Tier2,Rent,124392.0,10366.0,8056.81,3567.67,40063.94,53112.29,73,15.25,8,10,1,0.52,0,0,0,0,1.284,4317.71,16,0.55,1,0,0,0.0,Good,Partial,0.76,Rejected,819.0,Excellent,0.749,0.223,0.731,High,Rejected,At Risk,0
CUST001192,33,Male,Single,Master,Self-employed,South,Tier3,Rent,25676.0,2139.67,1225.39,7273.51,2041.01,18383.69,58,11.92,1,12,0,0.404,0,0,0,0,1.729,5632.55,47,0.704,0,0,1,41839.0,Good,Complete,0.481,Review,714.0,Good,0.795,0.427,0.1,Low,Rejected,Performing,0
CUST001193,28,Female,Married,PhD,Salaried,West,Tier3,Rent,76714.0,6392.83,3723.88,12384.15,884.9,38957.14,8,8.4,27,1,2,0.334,0,0,0,0,1.713,7004.05,68,0.838,1,0,1,40466.0,Average,Partial,0.8,Rejected,850.0,Excellent,0.519,0.417,0.155,Low,Rejected,Performing,0
CUST001194,52,Female,Divorced,Bachelor,Self-employed,South,Tier1,Rent,101059.0,8421.58,6057.12,20236.39,7771.81,70724.9,31,9.74,27,6,3,0.239,0,0,0,2,1.388,25382.48,89,0.641,1,0,0,0.0,Average,Complete,0.521,Review,850.0,Excellent,0.777,0.281,0.16,Low,Rejected,Performing,0
CUST001195,44,Female,Single,High School,Salaried,North,Tier3,Own,74890.0,6240.83,3473.88,22156.49,22594.91,24148.52,83,12.77,18,4,1,0.472,0,0,0,1,1.79,22052.61,91,0.662,0,0,0,0.0,Good,Complete,0.449,Review,850.0,Excellent,0.624,0.443,0.625,High,Rejected,At Risk,0
CUST001196,49,Female,Married,Bachelor,Contract,East,Tier3,Rent,96202.0,8016.83,5351.69,32069.92,49239.0,72533.92,42,7.05,10,8,2,0.43,0,0,0,0,1.496,21226.68,94,0.75,1,1,0,0.0,Good,Complete,0.624,Review,783.0,Very Good,1.266,0.332,0.446,Medium,Rejected,Performing,0
CUST001197,53,Male,Married,High School,Salaried,West,Tier3,Rent,41812.0,3484.33,1752.09,9953.28,9080.85,17543.73,72,7.68,14,11,3,0.178,0,0,0,1,1.98,12077.16,101,0.459,0,1,1,27081.0,Good,Complete,0.546,Review,840.0,Excellent,0.637,0.497,0.599,High,Rejected,At Risk,0
CUST001198,65,Male,Married,Master,Self-employed,North,Tier2,Own,59002.0,4916.83,3907.46,6843.94,23515.51,29797.49,29,6.05,28,1,4,0.445,0,0,0,0,1.256,7078.47,106,0.486,0,0,0,0.0,Good,Complete,0.479,Review,850.0,Excellent,0.904,0.205,0.076,Low,Rejected,Performing,0
CUST001199,57,Male,Single,High School,Contract,West,Tier1,Rent,87488.0,7290.67,5306.03,22111.88,43011.14,22295.48,17,13.87,13,12,4,0.312,0,0,0,0,1.37,19301.26,9,0.646,1,0,0,0.0,Good,Complete,0.481,Review,850.0,Excellent,0.746,0.272,0.021,Low,Rejected,Performing,0
CUST001200,48,Male,Married,Associate,Student,East,Tier2,Rent,45769.0,3814.08,2069.61,13271.66,23336.42,16280.3,34,9.61,29,1,3,0.441,1,0,0,4,1.834,16995.33,113,0.641,1,2,1,29629.0,Average,Complete,0.565,Review,850.0,Excellent,0.866,0.457,0.955,Critical,Rejected,Defaulted,1
CUST001201,60,Female,Married,Bachelor,Salaried,South,Tier2,Rent,30932.0,2577.67,1631.35,3776.59,17000.1,26663.38,82,13.77,17,10,0,0.279,0,0,1,1,1.567,2263.5,36,0.574,1,0,0,0.0,Good,Complete,0.58,Review,837.0,Excellent,1.412,0.367,0.677,High,Rejected,At Risk,0
CUST001202,42,Male,Single,Bachelor,Self-employed,North,Tier3,Own,172269.0,14355.75,11682.53,4531.22,89387.29,27270.36,47,7.89,11,5,3,0.137,0,0,0,2,1.228,4682.51,48,0.948,1,0,0,0.0,Good,Complete,0.522,Review,828.0,Excellent,0.677,0.186,0.446,Medium,Rejected,Performing,0
CUST001203,65,Female,Married,Master,Salaried,North,Tier3,Family,80676.0,6723.0,5030.8,13684.27,47547.77,53858.33,77,10.19,11,11,3,0.377,0,0,1,2,1.334,10685.27,108,0.822,0,1,0,0.0,Average,Complete,0.539,Review,814.0,Excellent,1.257,0.252,0.899,Critical,Rejected,Defaulted,1
CUST001204,55,Male,Married,Bachelor,Salaried,South,Tier3,Own,83811.0,6984.25,5248.21,11744.82,49926.84,13672.8,68,14.06,27,2,3,0.088,0,0,0,2,1.327,14099.48,29,0.986,1,1,0,0.0,Average,Complete,0.605,Review,850.0,Excellent,0.759,0.249,0.018,Low,Rejected,Performing,0
CUST001205,50,Male,Single,High School,Salaried,South,Tier1,Rent,60691.0,5057.58,3273.9,16441.07,17731.95,45900.12,62,9.18,13,3,4,0.365,1,1,0,0,1.541,15757.32,83,0.734,1,0,1,103453.0,Good,Complete,0.503,Review,793.0,Very Good,1.048,0.353,0.658,High,Rejected,At Risk,0
CUST001206,61,Male,Single,High School,Salaried,West,Tier2,Rent,78463.0,6538.58,5200.82,16593.06,45091.67,69311.78,42,14.16,2,11,2,0.527,0,0,0,0,1.254,15456.79,148,0.777,1,0,1,148493.0,Good,Complete,0.531,Review,743.0,Very Good,1.458,0.205,0.905,Critical,Rejected,Defaulted,1
CUST001207,44,Female,Single,Bachelor,Self-employed,South,Tier3,Rent,48204.0,4017.0,1947.51,3380.74,20649.42,23559.69,30,9.44,14,4,2,0.533,0,0,0,2,2.053,5017.7,67,0.747,1,0,0,0.0,Good,Complete,0.461,Review,821.0,Excellent,0.917,0.515,0.621,High,Rejected,At Risk,0
CUST001208,53,Female,Single,High School,Salaried,East,Tier2,Own,63026.0,5252.17,2698.09,5481.37,13319.63,49082.49,53,11.6,29,9,0,0.35,0,0,1,2,1.938,3418.65,131,0.952,1,0,0,0.0,Poor,Complete,0.936,Rejected,850.0,Excellent,0.99,0.486,0.835,Critical,Rejected,Defaulted,1
CUST001209,33,Female,Single,Bachelor,Contract,South,Tier1,Rent,65122.0,5426.83,2993.69,14408.88,244.08,19022.88,15,6.72,2,1,0,0.355,1,0,0,2,1.809,15301.83,8,0.748,1,0,1,15924.0,Good,Complete,0.756,Rejected,758.0,Very Good,0.296,0.448,0.942,Critical,Rejected,Defaulted,1
CUST001210,64,Male,Single,Bachelor,Contract,South,Tier2,Own,71780.0,5981.67,3452.44,18833.74,13579.46,44811.48,35,9.17,25,10,4,0.276,0,0,0,2,1.728,15657.23,126,0.517,1,1,1,93534.0,Good,Complete,0.455,Review,850.0,Excellent,0.813,0.423,0.093,Low,Rejected,Performing,0
CUST001211,49,Female,Divorced,Associate,Salaried,West,Tier3,Rent,50060.0,4171.67,1927.9,11105.43,28031.55,9731.39,43,18.12,2,5,3,0.69,0,0,0,1,2.144,10896.68,38,0.751,0,0,0,0.0,Good,Partial,0.762,Rejected,756.0,Very Good,0.754,0.538,0.214,Low,Rejected,Performing,0
CUST001212,56,Female,Married,Associate,Salaried,South,Tier3,Rent,52733.0,4394.42,2941.96,7952.02,26520.27,14642.82,79,8.64,12,5,2,0.534,0,0,0,2,1.489,6329.06,46,0.762,0,0,0,0.0,Good,Complete,0.601,Review,770.0,Very Good,0.781,0.331,0.254,Medium,Rejected,Performing,0
CUST001213,41,Male,Married,Master,Salaried,South,Tier3,Rent,81207.0,6767.25,5007.05,20147.37,23903.47,7594.05,17,12.16,10,7,4,0.226,0,1,0,0,1.348,22446.62,123,0.799,1,1,1,16441.0,Good,Complete,0.423,Review,812.0,Excellent,0.388,0.26,0.222,Low,Rejected,Performing,0
CUST001214,60,Male,Married,Bachelor,Self-employed,North,Tier1,Rent,69366.0,5780.5,4372.54,22861.52,35426.01,32166.48,45,6.96,9,4,3,0.232,0,0,0,0,1.32,13962.98,14,0.573,0,1,0,0.0,Good,Complete,0.506,Review,799.0,Very Good,0.974,0.244,0.132,Low,Rejected,Performing,0
